total_processed,input_rate,image_quality,file_size(kB),current_model,avg_conf,current_boxes,energy_consumption(J),current_cpu,measure_duration(s),current_time,start_time,absolute_time
1637,2.5727862907712744,100,395.12,yolov5m,0.9285520911216736,1,6.270675,53.5,0.179835926,0.17846417427062988,0.4316425323486328,557.451589345932
1638,2.6651031201291886,100,196.242,yolov5m,0.8951011598110199,2,5.972885,53.2,0.16481779500000002,0.16360259056091309,0.2598605155944824,557.6455161571503
1639,2.681865128576779,100,248.489,yolov5m,0.6685693221432822,21,7.559307,31.5,0.222949984,0.2215745449066162,0.7742667198181152,558.550541639328
1640,2.5470970232470327,100,235.973,yolov5m,0.7906164824962616,2,7.929057,56.6,0.208286234,0.2070779800415039,0.6490075588226318,558.795482635498
1641,2.67644357296776,100,334.518,yolov5m,0.6864670117696127,3,6.07933,55.3,0.145396769,0.1441645622253418,0.4589369297027588,558.9890472888947
1642,2.4667176317726756,100,234.994,yolov5m,0.354570135474205,6,5.619676,50.6,0.164482695,0.1627204418182373,0.2682032585144043,559.1887176036835
1643,2.5498808136943865,100,288.484,yolov5m,0.5284418482333422,16,5.996444,37.9,0.203762462,0.20231294631958008,0.269366979598999,559.5859751701355
1644,2.5360727715329494,100,330.776,yolov5m,0.5225486563784736,28,6.358504,22.9,0.15771502499999998,0.15647363662719727,0.7143828868865967,560.437415599823
1645,2.7035803434858106,100,200.225,yolov5m,0.5243603065609932,4,7.41502,70.4,0.17857716,0.1770939826965332,0.5496053695678711,560.6499807834625
1646,2.6686744590949347,100,190.921,yolov5m,0.545367168528693,21,5.895981,53.3,0.142573386,0.1407918930053711,0.3389003276824951,560.8224394321442
1647,2.4927842110348775,100,260.285,yolov5m,0.5132072269916534,2,5.0161,15.5,0.123924607,0.12281227111816406,0.6730525493621826,561.5280511379242
1648,2.491554562389089,100,218.338,yolov5m,0.5982193648815155,2,6.422957,56.7,0.184937136,0.18332934379577637,0.5024056434631348,561.743720293045
1649,2.6277421583225946,100,226.301,yolov5m,0.6512910042490277,14,6.031296,54.9,0.14773397,0.14647269248962402,0.29005885124206543,561.9239530563354
1650,2.852640597576476,100,159.029,yolov5m,0.8218104541301727,2,6.932294,47.2,0.22119931099999998,0.219879150390625,0.27278828620910645,562.3226895332336
1651,2.8264237198282984,100,126.715,yolov5m,0.6386843373378118,6,3.725332,20.6,0.125943719,0.12471461296081543,0.6611607074737549,563.0703837871552
1652,2.733009671844171,100,181.222,yolov5m,0.6832753988829526,11,6.15416,58.4,0.185151723,0.18393158912658691,0.5056588649749756,563.2805917263031
1653,2.424222851750682,100,193.591,yolov5m,0.8851940035820007,3,6.762373,55.3,0.233268304,0.23162317276000977,0.41576099395751953,563.5431935787201
1654,2.5973837969027445,100,248.217,yolov5m,0.5593814924359322,4,5.993332,52.0,0.181994059,0.1806635856628418,0.270047664642334,563.7580530643463
1655,2.636163634027524,100,264.893,yolov5m,0.5845823685328165,36,7.462017,27.4,0.22016453400000002,0.21882057189941406,0.7620155811309814,564.6941714286804
1656,2.7371869779076494,100,210.271,yolov5m,0.5199148833751679,15,5.759812,59.2,0.141045234,0.1398630142211914,0.5833041667938232,564.8675699234009
1657,2.6229143172719516,100,204.572,yolov5m,0.6639337083872627,17,5.743028,53.8,0.140762709,0.13953375816345215,0.36453938484191895,565.0382390022278
1658,2.3654189660044613,100,201.667,yolov5m,0.552996713668108,8,6.041672,48.4,0.14416700200000002,0.1429893970489502,0.19869446754455566,565.2377870082855
1659,2.440673274227936,100,105.538,yolov5m,0.792411242212568,7,5.791428,35.0,0.187800929,0.18657732009887695,0.2266683578491211,565.652734041214
1660,2.587544255282723,100,382.234,yolov5m,0.6161866326417241,28,6.713606,26.1,0.16699227900000002,0.16574382781982422,0.7225546836853027,566.581550359726
1661,2.5898173266792917,100,235.74,yolov5m,0.9417953789234161,2,6.505232,64.2,0.18447019699999997,0.1832127571105957,0.5556397438049316,566.8051221370697
1662,2.5949010473345857,100,326.119,yolov5m,0.9397568702697754,1,6.198349,52.4,0.18683970000000003,0.18565773963928223,0.38988757133483887,567.0358061790466
1663,2.5601375018621297,100,137.119,yolov5m,0.5454477295279503,4,5.653733,16.5,0.13728648499999999,0.1358199119567871,0.6815781593322754,567.7064852714539
1664,2.5440238022604813,100,259.727,yolov5m,0.7042763754725456,4,6.658553,60.8,0.164334769,0.16312456130981445,0.48061132431030273,567.9048893451691
1665,2.6210715120991983,100,282.819,yolov5m,0.7817306220531464,2,7.137921,51.3,0.203918028,0.20279479026794434,0.3329644203186035,568.1491916179657
1666,2.5630626118269393,100,162.655,yolov5m,0.577612633506457,6,5.910324,27.7,0.17615188,0.17494678497314453,0.7139086723327637,568.9136333465576
1667,2.414797670732882,100,299.719,yolov5m,0.7945847159082239,11,6.811506,56.8,0.164263618,0.16299176216125488,0.5328702926635742,569.1159760951996
1668,2.440401268291845,100,196.853,yolov5m,0.8583032488822937,2,6.044906,55.0,0.148463571,0.14708590507507324,0.3158886432647705,569.2927889823914
1669,2.4774325600880265,100,122.343,yolov5m,0.5223533709843954,3,5.5822,17.6,0.145207402,0.14370012283325195,0.6937301158905029,570.0914611816406
1670,2.6070683764804214,100,364.903,yolov5m,0.6967651148637136,3,7.677044,64.9,0.184547897,0.1834425926208496,0.5103094577789307,570.3229537010193
1671,2.5610298698467884,100,348.103,yolov5m,0.5617058151646664,19,7.413006,63.0,0.185635633,0.18395638465881348,0.3457000255584717,570.5626368522644
1672,2.4356661543317504,100,206.237,yolov5m,0.6539294679056514,22,5.852707,21.7,0.168849161,0.1676642894744873,0.7152543067932129,571.3043088912964
1673,2.42024381928903,100,257.874,yolov5m,0.6291298344731331,8,6.272628,58.2,0.178031937,0.17687249183654785,0.5267362594604492,571.5195426940918
1674,2.417581053702978,100,232.534,yolov5m,0.7686041444540024,8,6.107528,52.4,0.203652184,0.2025003433227539,0.3556234836578369,571.757928609848
1675,2.4675796507391645,100,198.959,yolov5m,0.5300808169625022,11,7.035871,26.1,0.221642914,0.2200028896331787,0.7752952575683594,572.579939365387
1676,2.629753552001573,100,147.585,yolov5m,0.7213383714358012,3,7.34251,74.4,0.17875637400000002,0.1768016815185547,0.5534029006958008,572.7799186706543
1677,2.4111642497155117,100,353.496,yolov5m,0.6029325317252766,11,5.935898,49.7,0.14382094399999998,0.14262914657592773,0.3291335105895996,572.9699385166168
1678,2.4478335295298606,100,323.254,yolov5m,0.5392285684744517,9,5.458604,41.4,0.13200810699999999,0.1307353973388672,0.2078094482421875,573.212840795517
1679,2.3775412552002786,100,298.59,yolov5m,0.5851563696677868,13,5.405931,15.7,0.1436334,0.14250802993774414,0.7107405662536621,574.1504061222076
1680,2.4540763453668317,100,171.653,yolov5m,0.6370342597365379,4,7.507549,71.5,0.18198347399999998,0.18052911758422852,0.5195856094360352,574.3574864864349
1681,2.4762795422106554,100,332.077,yolov5m,0.6151296922138759,7,7.904704,66.1,0.23939700700000002,0.23786520957946777,0.38807129859924316,574.6520094871521
1682,2.48442491041404,100,241.635,yolov5m,0.435614858354841,7,6.517134,57.4,0.187209908,0.186021089553833,0.24463629722595215,574.9087791442871
1683,2.469195621201395,100,160.537,yolov5m,0.6593510210514069,8,5.725449,20.6,0.163801052,0.1614069938659668,0.707465410232544,575.7909271717072
1684,2.426439318082187,100,305.418,yolov5m,0.7116697480281194,12,5.855026,57.2,0.173855992,0.17272496223449707,0.5250601768493652,576.0079615116119
1685,2.5036936941565493,100,115.854,yolov5m,0.9128369092941284,2,5.644212,57.6,0.139012968,0.13734221458435059,0.2848827838897705,576.1664607524872
1686,2.6184624656922595,100,285.97,yolov5m,0.6552145853638649,4,7.310101,49.8,0.212101669,0.21091675758361816,0.2777583599090576,576.5674905776978
1687,2.6999715810612575,100,284.21,yolov5m,0.5766885658105214,15,5.830734,21.0,0.17203035,0.17046809196472168,0.728752851486206,577.4278466701508
1688,2.6172732046113496,100,254.516,yolov5m,0.5726550668478012,4,6.159958,53.7,0.17224700399999998,0.1694793701171875,0.5490624904632568,577.6376979351044
1689,2.4790682812489773,100,141.821,yolov5m,0.8536464174588522,3,5.665879,55.9,0.13817596,0.13494539260864258,0.3539876937866211,577.7967290878296
1690,2.51566812044535,100,191.421,yolov5m,0.5378425270318985,4,6.336165,22.4,0.161731938,0.16033148765563965,0.6881730556488037,578.515246629715
1691,2.5095739918960756,100,189.034,yolov5m,0.8045430580774943,3,7.444012,73.1,0.178634501,0.17701435089111328,0.48256874084472656,578.728423833847
1692,2.4835656775614066,100,314.116,yolov5m,0.5360991582274437,24,6.166366,61.5,0.15439721599999998,0.15311598777770996,0.28795289993286133,578.9289650917053
1693,2.832918538336917,100,345.015,yolov5m,0.7969033122062683,1,5.686448,17.1,0.13562914499999998,0.13452982902526855,0.7119143009185791,579.7706663608551
1694,2.6274024143773915,100,197.837,yolov5m,0.7960587016173771,7,5.638048,54.5,0.190931089,0.18943023681640625,0.5623519420623779,580.0087156295776
1695,2.6029851240882325,100,218.11,yolov5m,0.7691968083381653,2,6.184921,57.7,0.149977367,0.14877963066101074,0.3980143070220947,580.1907930374146
1696,2.3958034847094227,100,253.658,yolov5m,0.5711773484945297,2,6.959455,31.0,0.230178854,0.22828364372253418,0.7774453163146973,580.9542655944824
1697,2.4449762558227794,100,208.538,yolov5m,0.8182313144207001,2,5.749558,56.0,0.20075218,0.19959759712219238,0.6353940963745117,581.1876199245453
1698,2.396577807618538,100,253.444,yolov5m,0.5416989823182424,12,5.477403,55.0,0.136344233,0.13521957397460938,0.38495397567749023,581.3593237400055
1699,2.3008967128247995,100,49.026,yolov5m,0.6560803353786469,10,6.040573,53.7,0.146558954,0.14510202407836914,0.17312264442443848,581.54629945755
1700,2.504005311458752,100,385.932,yolov5m,0.5662520463977542,14,7.796428,22.6,0.240626188,0.23906588554382324,0.8041300773620605,582.6167900562286
1701,2.3381149655874363,100,147.747,yolov5m,0.6054730101635581,19,8.360819,71.2,0.243173697,0.24168992042541504,0.6569921970367432,582.891628742218
1702,2.2512973525838254,100,438.711,yolov5m,0.9179646968841553,1,6.364608,51.6,0.170271532,0.16895079612731934,0.47325587272644043,583.1212646961212
1703,2.4808931169213744,100,133.693,yolov5m,0.4809342920780182,7,3.85491,58.9,0.09751298900000001,0.09594440460205078,0.17698097229003906,583.2412703037262
1704,2.432617778298482,100,268.696,yolov5m,0.7660308361053467,10,5.041797,18.6,0.123707615,0.12202858924865723,0.6686251163482666,584.2025022506714
1705,2.5187212036644375,100,238.764,yolov5m,0.5869624994017861,11,5.447313,61.4,0.129444042,0.1278369426727295,0.4399993419647217,584.3650557994843
1706,2.2836758250713,100,271.511,yolov5m,0.561776782075564,6,5.204638,27.4,0.14147795000000002,0.13996291160583496,0.7081894874572754,585.0437777042389
1707,2.3122212577165917,100,345.659,yolov5m,0.6006727337837219,5,6.384566,51.6,0.183912445,0.18260884284973145,0.5417518615722656,585.2746293544769
1708,2.2695634857377125,100,207.263,yolov5m,0.478420527279377,20,6.717207,53.8,0.164445775,0.1632990837097168,0.31351208686828613,585.4740908145905
1709,2.323463960440198,100,288.927,yolov5m,0.6185366282096276,13,5.61992,16.0,0.13563065,0.13449549674987793,0.6885149478912354,586.3133416175842
1710,2.4345504086146934,100,221.702,yolov5m,0.6289703249931335,4,7.120221,68.1,0.1744473,0.17312884330749512,0.4656851291656494,586.5188992023468
1711,2.3549296073743244,100,162.912,yolov5m,0.523261196911335,8,6.99107,68.9,0.174790957,0.17261219024658203,0.24858546257019043,586.7199151515961
1712,2.509167586087473,100,172.117,yolov5m,0.3136803209781647,3,6.465682,43.0,0.213380385,0.21195077896118164,0.26410889625549316,587.1404919624329
1713,2.76520469459368,100,267.92,yolov5m,0.612774405409308,17,5.744004,16.4,0.141203527,0.13999176025390625,0.6793930530548096,587.9986190795898
1714,2.4809250873501982,100,309.255,yolov5m,0.6631751159826914,15,5.82579,58.0,0.139806212,0.13860559463500977,0.459179162979126,588.1808671951294
1715,2.54157713927051,100,240.982,yolov5m,0.8012731969356537,6,6.431808,53.3,0.172616803,0.1713862419128418,0.30565714836120605,588.3893213272095
1716,2.5887950375364666,100,237.777,yolov5m,0.5832059383392334,1,6.030625,25.7,0.146095155,0.14497017860412598,0.6863491535186768,589.1643173694611
1717,2.4446916160030585,100,130.216,yolov5m,0.9257915616035461,1,7.120953,61.6,0.200225615,0.1980741024017334,0.5228385925292969,589.3861796855927
1718,2.3739851510994634,100,311.56,yolov5m,0.8942302465438843,3,6.021042,52.7,0.14532173,0.14362025260925293,0.31241297721862793,589.5711398124695
1719,2.423190605272721,100,271.61,yolov5m,0.4532560296356678,8,6.27037,21.2,0.22462274299999999,0.2235100269317627,0.7767393589019775,590.4644045829773
1720,2.319207347269662,100,294.73,yolov5m,0.7424348023804751,11,7.536724,65.7,0.227023388,0.2254791259765625,0.6361954212188721,590.7369525432587
1721,2.27134925621509,100,168.887,yolov5m,0.9014793932437897,2,6.609114,69.7,0.205613459,0.20386552810668945,0.4728875160217285,590.9704523086548
1722,2.316083795921812,100,208.703,yolov5m,0.6314033269882202,4,5.611863,55.8,0.157226415,0.15604758262634277,0.22345876693725586,591.1620156764984
1723,2.3647308444914197,100,309.445,yolov5m,0.3412906428178151,3,5.79271,15.8,0.13983846900000002,0.1386582851409912,0.6919739246368408,592.0924155712128
1724,2.342501664154826,100,261.283,yolov5m,0.6201606541872025,10,7.274761,67.2,0.178298386,0.17653155326843262,0.5004580020904541,592.3102145195007
1725,2.266003648216418,100,163.07,yolov5m,0.9163589179515839,2,5.835923,58.5,0.14513828099999998,0.14397382736206055,0.24618744850158691,592.4802052974701
1726,2.102378474724302,100,201.073,yolov5m,0.6490274568398794,6,5.442063,24.2,0.187157233,0.18526744842529297,0.7270338535308838,593.3846166133881
1727,2.3831112389572082,100,175.636,yolov5m,0,0,5.61992,55.3,0.141355334,0.1400301456451416,0.43741631507873535,593.5503258705139
1728,2.390795735460811,100,109.927,yolov5m,0.9032977223396301,1,5.8004,53.2,0.14060346799999998,0.13927292823791504,0.1661970615386963,593.7388527393341
1729,2.1889724479226444,100,216.701,yolov5m,0.8891708850860596,1,6.573042,20.5,0.170101707,0.1683979034423828,0.7166132926940918,594.7238886356354
1730,2.2265388925458063,100,249.209,yolov5m,0.8583680987358093,2,7.530559,68.4,0.187137486,0.1852245330810547,0.5334856510162354,594.9646015167236
1731,2.2563720971295362,100,213.621,yolov5m,0.9027542273203532,3,6.000534,55.1,0.145071098,0.14333057403564453,0.2772252559661865,595.1591098308563
1732,2.3097134360369234,100,261.521,yolov5m,0.7699726223945618,4,5.436388,33.4,0.161500378,0.16036772727966309,0.2167508602142334,595.5684902667999
1733,2.200929103728366,100,319.107,yolov5m,0.7027069084784564,17,6.067733,33.0,0.199693148,0.19841241836547852,0.27174901962280273,596.0525901317596
1734,2.2135216092502015,100,236.508,yolov5m,0.6483953148126602,2,5.876571,34.0,0.142788937,0.14161014556884766,0.20075321197509766,596.4122076034546
1735,2.417515609573993,100,210.025,yolov5m,0.5349904298782349,1,10.197057,47.7,0.319189217,0.3177909851074219,0.374500036239624,597.0334868431091
1736,2.304131773623371,100,258.081,yolov5m,0.7294903099536896,5,5.845688,38.4,0.13939204500000002,0.13817214965820312,0.2176971435546875,597.346889257431
1737,2.1069303195786375,100,207.627,yolov5m,0.8254797458648682,1,5.360887,14.8,0.130710583,0.1295485496520996,0.6745870113372803,598.2194859981537
1738,2.236370343051249,100,349.911,yolov5m,0.5848975822329521,20,6.250655,51.9,0.181503784,0.18036937713623047,0.47249722480773926,598.4457130432129
1739,2.4493633002478115,100,202.384,yolov5m,0.7895085778501298,9,6.65489,29.7,0.193501557,0.1921980381011963,0.7271881103515625,599.1683638095856
1740,2.397655367629009,100,169.501,yolov5m,0.6424670186307695,9,6.010483,61.0,0.167572187,0.16579031944274902,0.4821300506591797,599.3620798587799
1741,2.365363126800714,100,232.419,yolov5m,0.6797017753124237,2,5.929916,52.6,0.156800823,0.15521240234375,0.2554330825805664,599.5536239147186
1742,2.3806365774825,100,183.018,yolov5m,0.5420031368732452,5,6.219711,21.0,0.165152943,0.16293835639953613,0.7290000915527344,600.4686686992645
1743,2.5344947396733244,100,126.654,yolov5m,0.5489231944084167,9,7.233257,71.9,0.176514521,0.17528748512268066,0.5230569839477539,600.6640603542328
1744,2.362107126029484,100,181.824,yolov5m,0.6909588476022085,3,6.662398,68.4,0.167340148,0.16573524475097656,0.2968261241912842,600.8580963611603
1745,2.463631278783487,100,181.654,yolov5m,0.5085031799972057,8,6.563764,50.6,0.1633726,0.16216111183166504,0.22018814086914062,601.1703462600708
1746,2.241225009590324,100,197.337,yolov5m,0.5202045440673828,2,5.396165,15.2,0.130433644,0.12933897972106934,0.6809451580047607,602.0802114009857
1747,2.339533919577721,100,121.134,yolov5m,0.288752481341362,2,4.256764,59.6,0.102200019,0.09981608390808105,0.41233181953430176,602.1999583244324
1748,2.4708603540551635,100,154.877,yolov5m,0.5572954664627711,12,7.658794,26.6,0.236862707,0.2349224090576172,0.764681339263916,602.9875297546387
1749,2.4294788061867822,100,225.877,yolov5m,0.7081817606320748,26,7.043378,65.1,0.207233882,0.20553374290466309,0.5693800449371338,603.2252659797668
1750,2.4592994685133753,100,40.344,yolov5m,0.610145315527916,2,8.10441,61.7,0.203257587,0.20206475257873535,0.3831334114074707,603.4367234706879
1751,2.414112001225359,100,250.835,yolov5m,0.6315468698740005,4,5.915512,41.8,0.144031445,0.1426534652709961,0.2110593318939209,603.6846196651459
1752,2.4202644554136326,100,448.532,yolov5m,0.7788217067718506,2,5.855027,17.0,0.14251724100000002,0.14144563674926758,0.7277998924255371,604.6326322555542
1753,2.378801101168828,100,312.069,yolov5m,0.7596384882926941,9,7.044782,65.1,0.171804087,0.16973567008972168,0.5546627044677734,604.8701722621918
1754,2.3438057808117225,100,106.485,yolov5m,0.4437044709920883,2,7.21336,65.1,0.210141473,0.20826959609985352,0.40554046630859375,605.1132342815399
1755,2.5172385633268055,100,266.812,yolov5m,0.5260203778743744,18,5.767319,17.7,0.152034334,0.15083837509155273,0.6935038566589355,605.8300457000732
1756,2.2923230308313247,100,193.83,yolov5m,0.7468125343322753,5,6.673567,61.3,0.160618759,0.15952110290527344,0.4435429573059082,606.0181114673615
1757,2.173065140556432,100,183.101,yolov5m,0.6141078902615441,9,5.757737,53.3,0.18325242800000002,0.18197298049926758,0.26461267471313477,606.2279632091522
1758,2.243944341401716,100,183.066,yolov5m,0.9102403521537781,2,5.356798,32.4,0.129722865,0.12851881980895996,0.17599725723266602,606.5962600708008
1759,2.226321285489088,100,293.306,yolov5m,0.8835932612419128,1,6.916913,32.8,0.19315372,0.1919105052947998,0.7461864948272705,607.6064808368683
1760,2.1641486380859583,100,250.613,yolov5m,0.7164710581302642,5,7.362286,73.8,0.206304814,0.20449423789978027,0.5393331050872803,607.8555924892426
1761,2.16533290344237,100,101.043,yolov5m,0.6015037830386843,14,6.210434,61.3,0.191602468,0.18937993049621582,0.3090670108795166,608.0638210773468
1762,2.240977074036885,100,328.845,yolov5m,0.8532835841178894,1,11.278963,33.9,0.33430007500000003,0.33174896240234375,0.9278914928436279,609.1825432777405
1763,2.20381844333567,100,165.626,yolov5m,0.5576810956001281,5,6.98454,64.6,0.252794717,0.250063419342041,0.7907230854034424,609.4822301864624
1764,2.3702569110323894,100,228.719,yolov5m,0.5805284023284912,15,5.73906,58.6,0.16437531,0.16225719451904297,0.5335984230041504,609.6792542934418
1765,2.143011780695718,100,280.302,yolov5m,0.5940033071919492,19,6.677351,55.4,0.239054386,0.23778247833251953,0.3698289394378662,609.958765745163
1766,2.3709933469422193,100,138.282,yolov5m,0.9277520775794983,1,6.316818,48.0,0.2325325,0.23047995567321777,0.2819538116455078,610.2846155166626
1767,2.415349386558881,100,317.48,yolov5m,0.5380689973632494,12,8.953957,33.9,0.284389808,0.2820417881011963,0.8698959350585938,611.3559432029724
1768,2.372158949525639,100,276.096,yolov5m,0.7283685058355331,4,8.618875,58.9,0.23270923999999998,0.23144960403442383,0.7261466979980469,611.6355311870575
1769,2.5251588659586086,100,310.971,yolov5m,0.8823428153991699,3,6.63603,56.6,0.163738479,0.1625518798828125,0.5294485092163086,611.8462398052216
1770,2.341770479331322,100,306.168,yolov5m,0.3406534194946289,2,6.642989,50.6,0.165962519,0.16472887992858887,0.3054542541503906,612.056999206543
1771,2.3619833335977365,100,135.545,yolov5m,0.8512745052576065,4,8.165263,28.1,0.229112105,0.2264862060546875,0.7681319713592529,612.9036018848419
1772,2.3777427270537093,100,359.507,yolov5m,0.595013827085495,5,8.464212,67.1,0.267003306,0.26401591300964355,0.6549808979034424,613.230450630188
1773,2.402816218355516,100,189.399,yolov5m,0,0,7.099469,62.0,0.232060506,0.23083996772766113,0.504474401473999,613.4959533214569
1774,2.402055373115936,100,231.5,yolov5m,0.28158918023109436,1,5.923446,53.4,0.1890196,0.18668866157531738,0.3114500045776367,613.716611623764
1775,2.45137822282727,100,227.204,yolov5m,0.3682663291692734,2,8.486612,26.8,0.29460163500000003,0.29252123832702637,0.8509824275970459,614.7023591995239
1776,2.3937614767166493,100,207.09,yolov5m,0.5320952733357748,3,8.433145,70.1,0.260534131,0.25872039794921875,0.7510554790496826,615.0033099651337
1777,2.196530969004782,100,209.394,yolov5m,0.7900481522083282,2,11.142672,70.1,0.336701828,0.33542537689208984,0.720829963684082,615.378050327301
1778,2.2859555451452143,100,243.745,yolov5m,0.5555613115429878,12,6.459334,55.5,0.22212296299999998,0.21996283531188965,0.5580973625183105,615.6343548297882
1779,2.376517032761273,100,257.085,yolov5m,0.5929470670223236,25,6.024216,54.9,0.177178883,0.17493510246276855,0.3238496780395508,615.851909160614
1780,2.303236131659547,100,252.791,yolov5m,0.7167442540327708,3,8.068277,25.2,0.279539086,0.27709460258483887,0.8342928886413574,616.8308093547821
1781,2.4434138902383475,100,239.328,yolov5m,0.5544024109840393,12,9.742834,69.3,0.266430983,0.2634153366088867,0.763653039932251,617.1566505432129
1782,2.390250456721424,100,185.052,yolov5m,0.5230652630329132,5,7.854167,70.1,0.198460977,0.1967144012451172,0.5639269351959229,617.3885939121246
1783,2.3670003452681936,100,273.93,yolov5m,0.7286730110645294,2,6.930586,63.6,0.165224294,0.1638641357421875,0.3541734218597412,617.5914676189423
1784,2.4130305596416144,100,241.587,yolov5m,0.6958938453878675,7,5.489976,34.6,0.14937092999999999,0.14818739891052246,0.2215723991394043,617.8794870376587
1785,2.66582603965525,100,181.604,yolov5m,0.7955413886478969,7,5.14226,26.5,0.123407891,0.12228989601135254,0.15896320343017578,618.2354159355164
1786,2.558879335072037,100,263.356,yolov5m,0.5801534752051035,3,5.482346,30.5,0.14192032300000001,0.14082765579223633,0.19443035125732422,618.7090508937836
1787,2.4853012587184686,100,184.346,yolov5m,0.8212430775165558,2,5.518113,21.4,0.130897675,0.1294536590576172,0.6724629402160645,619.5557916164398
1788,2.579341573808237,100,222.99,yolov5m,0.5018617361783981,4,5.821823,51.9,0.137066559,0.1358938217163086,0.46466064453125,619.7179665565491
1789,2.6764527604462374,100,119.989,yolov5m,0.8297552863756815,3,4.654285,54.5,0.1107466,0.109588623046875,0.1894681453704834,619.8441960811615
1790,2.673445594814303,100,203.912,yolov5m,0.3043896406888962,2,5.060412,10.9,0.12154165,0.12038016319274902,0.6595821380615234,620.7337689399719
1791,2.516842194517216,100,190.162,yolov5m,0.7575622498989105,8,5.972763,55.9,0.137319717,0.13620495796203613,0.4582529067993164,620.8928451538086
1792,2.643092547410471,100,229.561,yolov5m,0.5710222880045573,15,6.281051,62.9,0.152465109,0.15126824378967285,0.26992034912109375,621.0730764865875
1793,2.484891954216178,100,190.513,yolov5m,0.8416595160961151,2,3.666677,16.6,0.08965037699999999,0.08853793144226074,0.6172845363616943,621.8083753585815
1794,2.410979013942469,100,258.828,yolov5m,0.5815300742785136,6,5.637009,49.2,0.134385878,0.13324499130249023,0.3827207088470459,621.9709763526917
1795,2.400590754529454,100,251.416,yolov5m,0.8296809673309327,5,5.599595,45.8,0.132080315,0.13094806671142578,0.18372249603271484,622.1638925075531
1796,2.3234896136070535,100,174.101,yolov5m,0.831981360912323,2,5.433275,20.5,0.128803849,0.12768959999084473,0.1734638214111328,622.587287902832
1797,2.1901868681208834,100,242.153,yolov5m,0.6166224405169487,12,6.00914,25.6,0.145496258,0.14428329467773438,0.20712924003601074,623.0364348888397
1798,2.2313743191098903,100,275.448,yolov5m,0.5518283092975617,25,5.45952,18.1,0.129722769,0.1286003589630127,0.6801586151123047,623.9233355522156
1799,2.2303052716886116,100,185.713,yolov5m,0.5447580913702647,3,5.228136,50.0,0.125594892,0.12445855140686035,0.36842775344848633,624.0704038143158
1800,2.340156274676165,100,220.894,yolov5m,0.5569954663515091,14,5.649522,14.5,0.134819145,0.13368892669677734,0.6860220432281494,624.8542642593384
1801,2.2682123000402425,100,232.297,yolov5m,0.6044722348451614,10,5.913864,54.1,0.13963176300000002,0.13846731185913086,0.40614867210388184,625.0195288658142
1802,2.423554741953614,100,142.618,yolov5m,0.5962801343864865,9,6.41014,59.3,0.157556265,0.15627646446228027,0.19848370552062988,625.2258863449097
1803,2.2670623124142883,100,282.132,yolov5m,0.5705414588252703,12,5.17882,28.8,0.12386776,0.12257194519042969,0.18400049209594727,625.6525480747223
1804,2.0492791424175856,100,387.324,yolov5m,0.5984386163098472,7,5.451646,12.0,0.141120893,0.14004898071289062,0.7105729579925537,626.6125712394714
1805,2.135451645840475,100,261.956,yolov5m,0.7442730243007342,12,7.489116,49.4,0.181066524,0.1799318790435791,0.49579691886901855,626.8262689113617
1806,2.2661864267380376,100,289.067,yolov5m,0.8892723321914673,2,6.969953,28.7,0.214051736,0.21278667449951172,0.7545821666717529,627.5755174160004
1807,2.2840994604320057,100,266.724,yolov5m,0.5317125072081884,12,5.762864,50.3,0.16102214199999998,0.15984678268432617,0.48833465576171875,627.7693889141083
1808,2.2096258613989974,100,301.534,yolov5m,0.5283293298312596,7,5.48607,14.6,0.12869508100000002,0.12759637832641602,0.7002413272857666,628.434567451477
1809,2.4353624917950025,100,249.159,yolov5m,0.8568484485149384,2,5.678147,50.0,0.138206033,0.1371135711669922,0.42615556716918945,628.602324962616
1810,2.3782625707403295,100,185.476,yolov5m,0.7190439701080322,2,5.573838,43.4,0.134686032,0.1333599090576172,0.17714500427246094,628.7925226688385
1811,2.3884135243894584,100,292.215,yolov5m,0.6980109550058842,24,5.137499,18.2,0.123185616,0.12201499938964844,0.6653366088867188,629.7206900119781
1812,2.466418881398331,100,145.789,yolov5m,0.7228821218013763,2,5.414537,53.8,0.127675974,0.1265718936920166,0.42473649978637695,629.8666565418243
1813,2.404868613968813,100,194.342,yolov5m,0.6235233545303345,3,5.243822,42.2,0.126689099,0.12537217140197754,0.18059110641479492,630.0515141487122
1814,2.3089866110692148,100,359.35,yolov5m,0.8631782531738281,3,5.090563,11.3,0.12255178900000001,0.1214454174041748,0.6845235824584961,630.9878025054932
1815,2.268569297330543,100,306.763,yolov5m,0.7038485780358315,20,7.178265,61.2,0.18918984700000002,0.18805313110351562,0.504974365234375,631.2132709026337
1816,2.5059788312623597,100,215.407,yolov5m,0.6260264847013686,9,7.506939,62.5,0.229603068,0.22832083702087402,0.3407094478607178,631.4715735912323
1817,2.4236967670524177,100,225.449,yolov5m,0.6834773388173845,9,5.219897,36.2,0.12445368600000001,0.12336111068725586,0.1857140064239502,631.7522885799408
1818,2.4663953059284847,100,379.403,yolov5m,0.7192128300666809,20,5.512742,11.1,0.129704401,0.12862515449523926,0.6780989170074463,632.6687414646149
1819,2.4034160513265026,100,253.212,yolov5m,0.8593441843986511,2,5.965622,52.6,0.13999989499999999,0.13880586624145508,0.4446535110473633,632.8398704528809
