total_processed,input_rate,image_quality,file_size(kB),current_model,avg_conf,current_boxes,energy_consumption(J),current_cpu,measure_duration(s),current_time,start_time,absolute_time
18,3.5682312575788506,100,246.969,yolov5m,0.6268663363797324,7,7.493938,70.8,0.186494938,0.18326425552368164,16.26815176010132,4.820213794708252
19,3.5702668634823898,100,193.589,yolov5m,0.640404490629832,15,8.285135,74.3,0.258737627,0.2563362121582031,16.282426357269287,5.1134912967681885
20,3.5547399720326887,100,221.26,yolov5m,0.5918003221352895,6,10.907565,69.5,0.361083029,0.3592264652252197,16.400219678878784,5.51329779624939
21,3.5410080388642964,100,273.995,yolov5m,0.657551066743003,9,8.815773,75.2,0.253953655,0.250777006149292,16.41890287399292,5.814033269882202
22,3.5739833800031526,100,166.071,yolov5m,0.48531639173224167,37,9.50437,77.5,0.27679213900000005,0.2747066020965576,16.45261573791504,6.122599840164185
23,3.559493740417646,100,227.463,yolov5m,0.7421668142080307,10,9.854711,74.1,0.31536017,0.3132588863372803,16.513742446899414,6.477087736129761
24,3.3083003451414017,100,240.527,yolov5m,0.5083070231808556,9,7.375225,65.7,0.210505807,0.2083432674407959,16.508134126663208,6.748067855834961
25,3.639743576054612,100,295.968,yolov5m,0.5863517352512905,28,8.370523,75.8,0.229588989,0.22673726081848145,16.518093824386597,7.0391809940338135
26,3.5792207416021005,100,236.022,yolov5m,0.8162757158279419,8,9.697302,78.0,0.270073832,0.2673633098602295,16.533342361450195,7.358793020248413
27,3.480482830227644,100,158.609,yolov5m,0.5587448676427206,3,7.854778,67.3,0.24412056899999998,0.24150443077087402,16.540504932403564,7.638036251068115
28,3.7132623231834594,100,209.449,yolov5m,0.7068866491317749,5,5.984909,66.5,0.148623052,0.14633488655090332,16.454137802124023,7.832264184951782
29,3.5632978452815025,100,83.184,yolov5m,0.582359179854393,2,7.675823,69.8,0.195268155,0.19301104545593262,16.38079309463501,8.041940450668335
30,3.805167127366637,100,173.831,yolov5m,0.48311860611041385,12,6.297164,61.5,0.19223277,0.19026851654052734,16.32541298866272,8.2625093460083
31,3.596596725504681,100,133.981,yolov5m,0.63070108610041,17,6.074753,64.7,0.15218172,0.15095734596252441,16.21808123588562,8.43601107597351
32,3.6188153065521735,100,352.408,yolov5m,0.385770320892334,1,6.710981,59.1,0.19450309799999999,0.19261741638183594,16.199734210968018,8.68630075454712
33,3.6936830858886913,100,330.515,yolov5m,0.6037426888942719,2,7.454632,70.5,0.17524301,0.17331695556640625,16.160588026046753,8.929359436035156
34,3.9360759950600688,100,124.5,yolov5m,0.6367754340171814,6,8.777505,67.3,0.223937789,0.22224855422973633,16.14477276802063,9.182337284088135
35,4.0600786558456585,100,175.247,yolov5m,0.6282445159223344,9,6.948346,76.2,0.175678798,0.17380762100219727,16.07548713684082,9.392602682113647
36,4.33366107332879,100,244.839,yolov5m,0.6464941842215401,7,7.254986,63.1,0.237630136,0.23472976684570312,16.097181797027588,9.6709623336792
37,4.050496135172191,100,296.07,yolov5m,0.9293907880783081,2,7.012433,60.8,0.196939087,0.19513154029846191,16.098861932754517,9.917621850967407
38,3.5284955525239123,100,170.416,yolov5m,0.6930769590231088,13,6.685469,68.6,0.165911536,0.164290189743042,16.06788969039917,10.113710165023804
39,3.542774423155538,100,279.477,yolov5m,0.494654865641343,19,5.709336,56.4,0.143457857,0.1414947509765625,16.002177000045776,10.313279390335083
40,3.72686415559897,100,249.054,yolov5m,0.6040391847491264,8,6.834272,63.6,0.183092172,0.18167662620544434,15.94558334350586,10.537187814712524
41,3.57954401862843,100,463.585,yolov5m,0.6425653398036957,2,6.840681,56.3,0.19783356400000002,0.19652342796325684,15.929863929748535,10.806516647338867
42,3.7119632693317497,100,419.54,yolov5m,0.9122681021690369,2,7.071943,64.8,0.173243472,0.1720728874206543,15.910072326660156,11.047016859054565
43,3.5973303840143034,100,596.917,yolov5m,0.8347243666648865,1,8.936867,61.0,0.219228312,0.21802115440368652,15.927562713623047,11.362500429153442
44,3.555770207568366,100,234.783,yolov5m,0.716380215353436,9,8.664162,70.2,0.251831341,0.24952435493469238,15.972118616104126,11.66343903541565
45,3.3868868462837973,100,182.533,yolov5m,0.9042483568191528,2,6.588912,65.5,0.181861946,0.17974376678466797,15.906720876693726,11.876827478408813
46,3.327467681581226,100,254.003,yolov5m,0.863694429397583,1,6.301436,61.5,0.158895289,0.15694308280944824,15.833030223846436,12.077531337738037
47,3.3699774816673167,100,306.183,yolov5m,0.6838238090276718,8,6.503768,56.7,0.22508128400000002,0.22328567504882812,15.804930448532104,12.371392250061035
48,3.2187763456725134,100,271.378,yolov5m,0.8002374342509678,7,5.962753,60.0,0.151509588,0.1486530303955078,15.740423440933228,12.582533121109009
49,3.246381448799643,100,308.123,yolov5m,0.5317900478839874,29,7.174115,61.7,0.21840776,0.21715593338012695,15.699838399887085,12.849321126937866
50,3.521635114060424,100,355.621,yolov5m,0.7336551547050476,1,6.922956,65.1,0.172513055,0.17117047309875488,15.62310242652893,13.077016115188599
51,3.5094579450929153,100,134.393,yolov5m,0.7173119187355042,3,7.361126,67.0,0.21619734,0.21350979804992676,15.557441711425781,13.322359800338745
52,3.490210818839491,100,238.849,yolov5m,0.6960365235805511,15,6.209029,66.3,0.159458073,0.15793609619140625,15.473748922348022,13.523628950119019
53,3.4043060278574826,100,354.659,yolov5m,0.770098552107811,4,6.515242,59.6,0.22528599700000002,0.22403550148010254,15.466941595077515,13.806102275848389
54,3.637366799233691,100,200.118,yolov5m,0.5960539355874062,4,7.154583,61.9,0.240172092,0.23808860778808594,15.457274913787842,14.082536458969116
55,3.8611271763323978,100,293.891,yolov5m,0.5994094014167786,8,6.301803,60.1,0.16621087299999998,0.16457247734069824,15.381678581237793,14.302045822143555
56,3.5152557631323553,100,174.505,yolov5m,0.3251965641975403,3,6.853254,72.5,0.167079992,0.16483497619628906,15.32178807258606,14.508416414260864
57,3.4013459912088364,100,291.723,yolov5m,0.6645188799926213,7,6.224289,57.7,0.178939035,0.17732524871826172,15.295533418655396,14.749582767486572
58,3.647598882944463,100,220.673,yolov5m,0.9050970673561096,1,7.144757,69.6,0.18001231899999998,0.1772298812866211,15.233646392822266,14.966619491577148
59,3.595497568076191,100,258.799,yolov5m,0.6540141645818949,16,6.919416,69.8,0.174315112,0.17284011840820312,15.157074451446533,15.189154386520386
