total_processed,input_rate,image_quality,file_size(kB),current_model,avg_conf,current_boxes,energy_consumption(J),current_cpu,measure_duration(s),current_time,start_time,absolute_time
28,3.7132623231834594,100,209.449,yolov5n,0.5008957386016846,5,1.134518,54.7,0.047474633999999995,0.04592752456665039,15.998064279556274,2.415539503097534
29,3.5632978452815025,100,83.184,yolov5n,0.3169638017813365,3,2.051996,69.8,0.065543966,0.0635063648223877,15.795767307281494,2.4960567951202393
30,3.805167127366637,100,173.831,yolov5n,0.36814761492941117,9,1.290219,60.9,0.052762504,0.05036044120788574,15.59785008430481,2.577644109725952
31,3.596596725504681,100,133.981,yolov5n,0.543250633911653,11,1.185544,61.8,0.047961944000000006,0.04625272750854492,15.390956163406372,2.644253969192505
32,3.6188153065521735,100,352.408,yolov5n,0.3063444197177887,1,1.546016,55.0,0.051501245,0.050238847732543945,15.214412927627563,2.7434372901916504
33,3.6936830858886913,100,330.515,yolov5n,0.32582953572273254,2,1.203122,47.4,0.041164892,0.03963041305541992,15.003840684890747,2.8405532836914062
34,3.9360759950600688,100,124.5,yolov5n,0.5346477131048838,6,1.597347,60.7,0.054486263,0.052692413330078125,14.825154066085815,2.916685104370117
35,4.0600786558456585,100,175.247,yolov5n,0.5343975238502026,8,1.151365,59.3,0.041302455,0.039316415786743164,14.619295835494995,2.9826467037200928
36,4.33366107332879,100,244.839,yolov5n,0.5345943619807562,6,1.574092,57.5,0.058846290999999995,0.057630062103271484,14.455095291137695,3.07759428024292
37,4.050496135172191,100,296.07,yolov5n,0.8038560152053833,2,1.300778,51.3,0.051104747000000006,0.049747467041015625,14.302429676055908,3.1713671684265137
38,3.5284955525239123,100,170.416,yolov5n,0.602683194658973,11,1.374997,69.6,0.045407673,0.04375267028808594,14.146845817565918,3.242924928665161
39,3.542774423155538,100,279.477,yolov5n,0.3233646916018592,9,1.391598,71.4,0.045754944000000006,0.04309654235839844,13.994799137115479,3.3421545028686523
40,3.72686415559897,100,249.054,yolov5n,0.49355504661798477,8,1.227048,55.2,0.043667928999999994,0.04242968559265137,13.793687582015991,3.4276912212371826
41,3.57954401862843,100,463.585,yolov5n,0.8564379811286926,1,1.079282,38.3,0.03866515,0.03692054748535156,13.625608682632446,3.530858278274536
42,3.7119632693317497,100,419.54,yolov5n,0.8365878164768219,2,1.731746,55.4,0.058736118999999996,0.05743908882141113,13.472930908203125,3.6544175148010254
43,3.5973303840143034,100,596.917,yolov5n,0.5606049299240112,1,1.794246,55.0,0.07036125900000001,0.06839513778686523,13.351024389266968,3.8187854290008545
44,3.555770207568366,100,234.783,yolov5n,0.7812859614690145,6,1.561702,54.8,0.05475571,0.052909135818481445,13.188430547714233,3.9121224880218506
45,3.3868868462837973,100,182.533,yolov5n,0.807424932718277,2,1.545651,62.8,0.055881161,0.05372118949890137,13.000466585159302,4.0072021484375
46,3.327467681581226,100,254.003,yolov5n,0,0,1.253781,57.3,0.054150822,0.05280709266662598,12.790251016616821,4.1018664836883545
47,3.3699774816673167,100,306.183,yolov5n,0.6081342250108719,6,1.367551,53.2,0.051298644,0.05006742477416992,12.600407600402832,4.1955485343933105
48,3.2187763456725134,100,271.378,yolov5n,0.705061776297433,7,1.216976,54.8,0.049694941,0.048296451568603516,12.390326976776123,4.284658908843994
49,3.246381448799643,100,308.123,yolov5n,0.42391429258429486,23,1.095823,47.9,0.048484828,0.047302961349487305,12.187913417816162,4.376527309417725
50,3.521635114060424,100,355.621,yolov5n,0,0,1.18353,45.2,0.042073955999999996,0.0409698486328125,11.96379804611206,4.467623949050903
51,3.5094579450929153,100,134.393,yolov5n,0.4417129158973694,3,1.470943,63.8,0.049596754,0.048056840896606445,11.734793186187744,4.539793014526367
52,3.490210818839491,100,238.849,yolov5n,0.5773507697241647,14,1.231565,56.7,0.044409884,0.04266166687011719,11.52812910079956,4.623634576797485
53,3.4043060278574826,100,354.659,yolov5n,0.8912544051806132,3,1.197629,47.4,0.049602372000000006,0.04845857620239258,11.347360134124756,4.720613241195679
54,3.637366799233691,100,200.118,yolov5n,0.6256448030471802,2,1.485958,56.7,0.052853524,0.051572561264038086,11.145338773727417,4.803067684173584
55,3.8611271763323978,100,293.891,yolov5n,0.5928356399138769,6,1.209287,55.4,0.05042336,0.048868417739868164,10.9470055103302,4.89746618270874
56,3.5152557631323553,100,174.505,yolov5n,0.41579200327396393,4,1.28735,56.9,0.050668845000000004,0.049442291259765625,10.732922554016113,4.978760480880737
57,3.4013459912088364,100,291.723,yolov5n,0.4982416592538357,8,1.316769,47.9,0.053609582,0.05244016647338867,10.569310188293457,5.072014808654785
58,3.647598882944463,100,220.673,yolov5n,0.7034017443656921,1,1.56628,66.2,0.057983529,0.05647778511047363,10.382543325424194,5.16712212562561
59,3.595497568076191,100,258.799,yolov5n,0.5149518609046936,10,1.145016,59.0,0.039056975,0.037894248962402344,10.163735151290894,5.244448900222778
60,3.673374232998803,100,289.144,yolov5n,0.5754563454538584,16,1.190915,54.9,0.04267966,0.04111027717590332,9.973374843597412,5.327160596847534
61,3.793655074703461,100,155.387,yolov5n,0,0,1.548335,65.5,0.051362415,0.04950284957885742,9.768932342529297,5.401387929916382
62,3.847957769102884,100,156.88,yolov5n,0.289969801902771,1,1.631831,64.1,0.056796165999999995,0.05488991737365723,9.58214020729065,5.482780933380127
63,3.5266637723578462,100,245.665,yolov5n,0.7528013288974762,7,1.061216,53.1,0.041919928,0.04037117958068848,9.401302099227905,5.560900926589966
64,3.734763804529005,100,239.51,yolov5n,0.519134946167469,4,1.577816,51.2,0.06868772100000001,0.06703042984008789,9.227800369262695,5.662545204162598
65,3.7667007697511012,100,288.425,yolov5n,0.5603643709963019,11,1.736629,69.0,0.06285766500000001,0.06114506721496582,9.050019979476929,5.768311023712158
66,3.3360467392715423,100,148.017,yolov5n,0.5284086068471273,3,1.713314,72.9,0.063605123,0.06184196472167969,8.878060579299927,5.86031699180603
67,3.406321809040163,100,202.725,yolov5n,0,0,1.604305,64.4,0.060614500999999994,0.05826973915100098,8.71189284324646,5.95287823677063
68,3.3007516003512403,100,285.759,yolov5n,0,0,1.737239,63.0,0.056787995,0.05547809600830078,8.493025064468384,6.047181606292725
69,3.5094441267300946,100,270.835,yolov5n,0.517011359333992,2,1.545956,65.4,0.058847326,0.05682492256164551,8.298218488693237,6.146252393722534
70,3.4943612637833903,100,273.982,yolov5n,0.5452301740646363,15,1.493404,51.9,0.056497165999999995,0.054846763610839844,8.09971308708191,6.243754625320435
71,3.730032015337702,100,148.085,yolov5n,0.6624272267023722,3,1.378354,67.3,0.042206059000000004,0.040369272232055664,7.874358415603638,6.310343980789185
72,3.669929835201063,100,329.458,yolov5n,0.5495937764644623,3,1.114621,50.0,0.048070569,0.0468142032623291,7.676584482192993,6.406489610671997
73,3.5761936962274214,100,221.777,yolov5n,0.6106518507003784,1,1.433712,54.9,0.055944947,0.05468869209289551,7.500691175460815,6.4952781200408936
74,3.740330443330705,100,90.91,yolov5n,0.42546122272809345,3,1.485225,68.5,0.052984961000000004,0.051097869873046875,7.301323413848877,6.563029527664185
75,3.8298341643940423,100,195.757,yolov5n,0.5952270776033401,4,1.46246,61.8,0.056323487,0.05503344535827637,7.102968454360962,6.648396253585815
76,3.3899121717579943,100,138.466,yolov5n,0.8606989979743958,1,1.305966,58.3,0.054471432,0.05281710624694824,6.9114089012146,6.724093437194824
77,3.302450833422063,100,138.474,yolov5n,0.8067784508069357,3,1.255735,61.1,0.049542271,0.04813385009765625,6.729711532592773,6.791703939437866
78,3.2234888176846375,100,179.173,yolov5n,0.5292040228843689,10,1.437069,67.9,0.045242086,0.04402565956115723,6.497190713882446,6.862955808639526
79,3.508459067148439,100,143.173,yolov5n,0.3790689557790756,4,1.529537,67.2,0.056089326999999994,0.053771018981933594,6.278100490570068,6.941322088241577
80,3.585941226379346,100,221.63,yolov5n,0.623231053352356,1,1.626644,72.3,0.052873936999999996,0.051149606704711914,6.045937538146973,7.0237274169921875
81,3.1863317172563397,100,111.974,yolov5n,0.7299238940080007,3,1.679133,76.8,0.052967116,0.05066847801208496,5.839816331863403,7.095714330673218
82,3.405837975400053,100,310.429,yolov5n,0.9047635197639465,1,1.996028,66.3,0.068162899,0.06607913970947266,5.681028604507446,7.225666522979736
83,3.5232772275841047,100,218.861,yolov5n,0.5531678994496664,6,1.609982,64.1,0.060476061000000005,0.059218645095825195,5.45844030380249,7.319212913513184
84,3.6093545685645925,100,112.504,yolov5n,0.38130249083042145,2,1.525326,68.7,0.060437775,0.058939456939697266,5.256044626235962,7.403235197067261
85,3.519829521131416,100,497.872,yolov5n,0.5638508945703506,6,1.621822,49.0,0.064855102,0.06316590309143066,5.091309547424316,7.536144256591797
86,3.382544085321295,100,281.999,yolov5n,0.3424268662929535,1,1.312557,51.3,0.053501883,0.0521695613861084,4.917347431182861,7.633228302001953
87,3.4439819129072164,100,377.151,yolov5n,0.5546950697898865,1,1.471981,50.6,0.049197911999999996,0.048044681549072266,4.728873014450073,7.731417655944824
88,3.4899337256802965,100,217.18,yolov5n,0.789349635442098,3,1.228451,58.6,0.041962249,0.03979921340942383,4.512016773223877,7.808611869812012
89,3.101541398077455,100,272.296,yolov5n,0.6885327100753784,1,1.253049,50.8,0.043440436,0.04222726821899414,4.303267002105713,7.889243125915527
90,3.328910283037213,100,360.452,yolov5n,0,0,1.674495,47.1,0.065081893,0.06393170356750488,4.116702318191528,8.00210952758789
91,3.4043560554841483,100,334.665,yolov5n,0.7805663347244263,4,1.430782,58.1,0.045892341,0.044091224670410156,3.8956780433654785,8.097484111785889
92,3.4892016415469187,100,245.818,yolov5n,0.5390508506033156,9,1.351437,56.3,0.044778362,0.04291558265686035,3.6928112506866455,8.189241647720337
93,3.2803455790312137,100,144.85,yolov5n,0.48620252311229706,2,1.372433,65.0,0.050193976,0.04816412925720215,3.4758987426757812,8.262114763259888
94,3.3817624661335937,100,84.171,yolov5n,0.4782186100880305,6,1.398312,68.0,0.049889661,0.04840564727783203,3.2542011737823486,8.323005437850952
95,3.397533689028499,100,150.979,yolov5n,0,0,1.53271,70.5,0.050448253,0.049165964126586914,3.0200510025024414,8.40198302268982
96,3.4589512063940693,100,208.798,yolov5n,0.7273353735605875,3,1.323788,60.3,0.055049983999999996,0.05327558517456055,2.8093526363372803,8.48954725265503
97,3.445775405139224,100,198.597,yolov5n,0.6095760564009348,6,1.318783,57.1,0.053184351000000005,0.05153918266296387,2.5951449871063232,8.57080626487732
98,3.5669402721208066,100,338.677,yolov5n,0.5560021996498108,1,1.577388,57.9,0.051071453999999995,0.04984903335571289,2.396097421646118,8.667274475097656
99,3.371218396633143,100,302.019,yolov5n,0.6030912588943135,11,1.229428,52.8,0.042549117,0.04089474678039551,2.196021556854248,8.754076719284058
100,3.4825817874818323,100,184.24,yolov5n,0.559361070394516,3,1.086545,54.0,0.036496624000000005,0.035223960876464844,1.9756512641906738,8.818690061569214
101,3.4082860797474623,100,208.479,yolov5n,0.7720534602801005,3,1.397885,58.7,0.053693069,0.05245041847229004,1.755946159362793,8.899782180786133
102,3.6867552977932836,100,205.249,yolov5n,0.8237920602162679,3,1.649593,58.8,0.057776544,0.05585885047912598,1.5776190757751465,9.001220464706421
103,3.15734134951355,100,238.161,yolov5n,0.4653393626213074,4,1.279172,52.1,0.054356358,0.05286121368408203,1.3684303760528564,9.08893632888794
104,3.277494792967381,100,220.462,yolov5n,0.5142140164971352,4,1.276608,49.2,0.052698623,0.050699472427368164,1.1844236850738525,9.173681259155273
105,3.2225515910061096,100,218.274,yolov5n,0.4571858454834331,11,1.449826,58.0,0.054161197,0.05235743522644043,0.9461266994476318,9.258733034133911
106,3.273636895887707,100,247.941,yolov5n,0.46654998262723285,3,1.217465,54.9,0.051971646999999996,0.050501108169555664,0.736008882522583,9.349928855895996
107,3.2950941481757514,100,252.215,yolov5n,0.8944064974784851,1,1.172849,48.5,0.049584898,0.04836320877075195,0.5077176094055176,9.436157703399658
108,3.3776309291636295,100,119.082,yolov5n,0.5073291460673014,3,1.28143,60.0,0.051464898,0.04947400093078613,0.27849292755126953,9.50678825378418
109,3.0981931071868716,100,263.722,yolov5n,0.4693591371178627,20,1.170102,17.8,0.042606307,0.04126477241516113,0.5957343578338623,10.131990909576416
110,3.1718338204349283,100,363.456,yolov5n,0.4577196016907692,8,1.320981,53.7,0.046857462,0.04512810707092285,0.3847990036010742,10.232038497924805
111,3.159363366769138,100,192.156,yolov5n,0.7944307600458463,12,1.162107,55.2,0.050136074999999995,0.048920631408691406,0.15885353088378906,10.31505036354065
112,3.1637049492168634,100,128.103,yolov5n,0.8662474751472473,1,1.094419,29.0,0.048978703,0.04734659194946289,0.0809168815612793,10.567832231521606
113,3.145769565217723,100,410.642,yolov5n,0.5501698787723269,14,1.364804,14.9,0.05552697,0.05425834655761719,0.6292531490325928,11.43114161491394
114,2.9401233812542404,100,226.148,yolov5n,0.7449902395407358,6,1.530758,62.0,0.055756671,0.052767276763916016,0.4032566547393799,11.523385763168335
115,2.980377790658772,100,315.323,yolov5n,0.37707644104957583,5,1.354855,71.4,0.050459337,0.04909563064575195,0.20415258407592773,11.633133888244629
116,2.912556004007271,100,231.794,yolov5n,0.4966920092701912,4,1.088315,28.7,0.046561649,0.04495549201965332,0.11158967018127441,11.896344423294067
117,2.859685437939861,100,325.098,yolov5n,0.41335418820381165,9,1.253842,27.8,0.043737991000000004,0.04237174987792969,0.12000513076782227,12.231032848358154
118,3.0953478479760372,100,282.689,yolov5n,0.7892745137214661,2,1.39642,15.0,0.048011807999999996,0.04677748680114746,0.6093778610229492,13.072945833206177
119,3.16075687814444,100,289.511,yolov5n,0.8925112932920456,4,1.523556,55.7,0.047218472000000004,0.0458526611328125,0.35112833976745605,13.161952018737793
120,3.378153199929464,100,183.667,yolov5n,0,0,1.560238,55.3,0.065709148,0.0641927719116211,0.14256811141967773,13.265536069869995
121,2.90490111442676,100,173.408,yolov5n,0.413783460855484,3,1.034238,12.1,0.045721135,0.044429779052734375,0.574587345123291,14.021079301834106
122,3.114271676323453,100,325.512,yolov5n,0.5311801301108466,9,1.824154,59.5,0.059130010000000004,0.057900190353393555,0.3744828701019287,14.126424312591553
123,3.0685006022642387,100,234.384,yolov5n,0.5097505024501255,7,1.403378,66.7,0.052164644,0.04987668991088867,0.14675188064575195,14.22949743270874
124,3.259099365460176,100,360.827,yolov5n,0.4150559604167938,1,1.772884,14.4,0.064741866,0.06348872184753418,0.6360208988189697,15.065008640289307
125,3.206363749973535,100,191.176,yolov5n,0.9080501198768616,1,1.173764,55.2,0.039638003,0.038205623626708984,0.3976469039916992,15.140575647354126
126,3.409410750309211,100,171.601,yolov5n,0.9540460109710693,1,1.116025,56.5,0.047552936000000004,0.046126604080200195,0.18236136436462402,15.216663122177124
127,3.3341547671525347,100,303.869,yolov5n,0.637421190738678,2,1.160519,12.9,0.038756149,0.037576913833618164,0.592864990234375,15.957716226577759
128,3.1751757043910915,100,248.32,yolov5n,0.6165361191545214,14,1.282772,57.6,0.044851297,0.043650150299072266,0.3841516971588135,16.042484998703003
129,2.9849248304312432,100,198.98,yolov5n,0.4681060314178467,9,1.250363,53.1,0.051982426,0.050763845443725586,0.17371225357055664,16.125491857528687
130,3.217223147746517,100,313.059,yolov5n,0.6205578382526126,14,1.262509,13.7,0.049301776,0.048090219497680664,0.6208488941192627,16.910164833068848
131,3.2602151644297175,100,290.311,yolov5n,0.47259341393198284,7,1.175656,48.1,0.047292983,0.04595613479614258,0.396655797958374,17.008558750152588
132,3.33714562965804,100,119.39,yolov5n,0.4963330328464508,2,1.609188,60.3,0.06426644799999999,0.06269025802612305,0.1929481029510498,17.093774795532227
133,3.2067798876715337,100,136.222,yolov5n,0.5496014803647995,4,1.152219,37.3,0.049879980000000004,0.047955989837646484,0.08758759498596191,17.31786036491394
134,3.242215315156672,100,200.775,yolov5n,0.5822848975658417,8,0.978208,15.9,0.044226186,0.04297184944152832,0.5917646884918213,18.118019580841064
135,3.1872781176096265,100,219.065,yolov5n,0.5167712152004242,10,2.050837,72.1,0.071521243,0.07020831108093262,0.38195013999938965,18.22526216506958
136,3.3134008107248523,100,217.826,yolov5n,0.3593413233757019,1,1.326351,55.9,0.05380398,0.05215740203857422,0.1693413257598877,18.311727285385132
137,3.093430070247528,100,234.244,yolov5n,0.5280017629265785,8,1.374691,29.5,0.059635773,0.05819201469421387,0.12121915817260742,18.596770524978638
138,3.07503383842349,100,338.973,yolov5n,0.81569904088974,2,1.150449,12.9,0.051791540999999996,0.05062437057495117,0.6243374347686768,19.389288187026978
139,3.113570466317401,100,219.12,yolov5n,0.8599569201469421,2,1.350826,61.6,0.051251746,0.0500032901763916,0.3898346424102783,19.47632932662964
140,3.304673258388134,100,172.974,yolov5n,0.5607980042695999,4,1.267087,57.1,0.051670662,0.05005764961242676,0.15171027183532715,19.55693244934082
141,3.4182978371076356,100,141.971,yolov5n,0.5216321367770433,16,1.188596,17.1,0.049994804,0.04829239845275879,0.5860836505889893,20.31913471221924
142,3.480805225304446,100,291.121,yolov5n,0.5626476172889981,14,1.366879,55.8,0.056882,0.054909467697143555,0.36847424507141113,20.416772603988647
143,3.4525853014610854,100,399.449,yolov5n,0.47885732991354807,7,1.161801,41.8,0.049384,0.04805922508239746,0.19984889030456543,20.52924942970276
144,3.1706135161370352,100,338.124,yolov5n,0.5514127068659839,17,1.321835,13.4,0.049398115,0.04818558692932129,0.6118078231811523,21.228304862976074
145,3.1216702195628256,100,196.372,yolov5n,0,0,1.270993,58.6,0.053430453,0.051802873611450195,0.4045693874359131,21.320852518081665
146,3.039957133360294,100,221.556,yolov5n,0.39183729887008667,9,1.213192,51.6,0.049660868000000004,0.04839944839477539,0.18469524383544922,21.401532888412476
147,2.788652299221915,100,232.016,yolov5n,0.3170528438958255,11,1.041746,29.2,0.03642461,0.03496146202087402,0.10181260108947754,21.661937952041626
148,2.802676242186701,100,242.313,yolov5n,0.8830232620239258,1,1.02136,24.2,0.036645151,0.03537917137145996,0.09517168998718262,21.97718620300293
149,2.731874290237662,100,136.003,yolov5n,0.8118662536144257,2,1.163205,27.2,0.051802515,0.049880266189575195,0.0931251049041748,22.325939178466797
150,3.1114017692228546,100,318.883,yolov5n,0.9190206825733185,2,1.416806,21.1,0.051301235,0.0500640869140625,0.6144261360168457,23.20715880393982
151,3.0955112330485197,100,322.11,yolov5n,0.8519045114517212,1,1.307431,52.1,0.044524303,0.04327797889709473,0.32967591285705566,23.296712398529053
152,2.951787725055968,100,291.373,yolov5n,0.6105868220329285,6,1.123715,10.8,0.046871277999999995,0.04572033882141113,0.6101369857788086,23.897582054138184
153,3.1792548614189164,100,149.689,yolov5n,0.31894031167030334,1,1.47961,61.3,0.05077193,0.04948878288269043,0.3620290756225586,23.975097179412842
154,3.123410073288506,100,242.499,yolov5n,0.5516381389216373,19,2.725335,74.2,0.08860072599999999,0.08722782135009766,0.1561424732208252,24.100646018981934
155,2.890909986174946,100,282.927,yolov5n,0.5956877768039703,2,1.125302,30.2,0.04959463,0.04836153984069824,0.11930489540100098,24.407498836517334
156,2.9462442062801313,100,282.342,yolov5n,0.5021246708929539,8,1.037961,25.2,0.047247019,0.045813798904418945,0.11858606338500977,24.709915161132812
157,2.9445007897361326,100,220.669,yolov5n,0.25707972049713135,1,1.035764,25.0,0.036777453,0.03561592102050781,0.09112334251403809,25.023691654205322
158,3.0000667435325066,100,215.239,yolov5n,0.4221196855817522,7,1.07446,21.8,0.036332923,0.03486275672912598,0.09211087226867676,25.365370273590088
159,2.988318427524845,100,354.241,yolov5n,0.6134684979915619,2,0.898435,23.9,0.042134054,0.04090619087219238,0.1192934513092041,25.729501724243164
160,2.9114904409096107,100,225.71,yolov5n,0.3264465928077698,1,1.090146,23.8,0.048647584,0.04705214500427246,0.10921025276184082,26.057244300842285
161,2.8814666566316682,100,188.589,yolov5n,0.723893940448761,1,1.114377,30.5,0.048084750999999995,0.04639887809753418,0.1046144962310791,26.386064052581787
162,2.7368926151105075,100,255.514,yolov5n,0.624136668230806,28,1.413571,13.0,0.060144504,0.05868363380432129,0.5988306999206543,27.22148299217224
163,3.0401005862999066,100,314.883,yolov5n,0.6348867019017538,12,1.220517,48.6,0.048735483,0.04738616943359375,0.3315613269805908,27.31412672996521
164,3.1765768592440264,100,245.964,yolov5n,0.6025760727269309,7,1.106992,12.1,0.047624377,0.0464174747467041,0.6017241477966309,27.93817448616028
165,3.020013270178442,100,246.12,yolov5n,0.5190430364825509,11,1.369259,58.1,0.043634521999999995,0.04241132736206055,0.34015464782714844,28.017164945602417
166,3.1492248150907463,100,175.093,yolov5n,0.557742599930082,7,1.244565,57.1,0.049349638,0.04802274703979492,0.11782002449035645,28.095245838165283
167,3.1010806760122795,100,204.282,yolov5n,0.509580448269844,2,1.096311,28.0,0.046679582000000004,0.04548192024230957,0.09868717193603516,28.416876554489136
168,3.074483915747761,100,137.964,yolov5n,0.5878385603427887,2,1.200436,26.8,0.050060526,0.04793810844421387,0.09856343269348145,28.73324203491211
169,2.859815358952474,100,330.749,yolov5n,0.44823622474303615,13,1.062192,18.0,0.046520667,0.0453646183013916,0.6138813495635986,29.575968980789185
170,2.8266794350030575,100,198.228,yolov5n,0.6296115120251974,6,1.517208,62.0,0.053924591,0.05268406867980957,0.37142229080200195,29.66196608543396
171,2.8104393384964856,100,339.043,yolov5n,0.5998561788689006,11,1.204648,12.7,0.054379411,0.053212881088256836,0.6341848373413086,30.27234935760498
172,2.7107696968040695,100,289.985,yolov5n,0.6284542679786682,2,1.766902,63.1,0.061034756999999995,0.05976557731628418,0.37589550018310547,30.37650156021118
173,2.790932822495232,100,126.583,yolov5n,0.45055567929821627,31,1.184567,61.5,0.043273436,0.04138684272766113,0.10521841049194336,30.44454550743103
174,2.857755935441622,100,129.852,yolov5n,0.6259678304195404,2,1.097165,12.7,0.038710726,0.03709721565246582,0.5753469467163086,31.286834955215454
175,2.9635278158233676,100,326.038,yolov5n,0,0,1.254819,46.5,0.04530346,0.04421186447143555,0.2933313846588135,31.37862515449524
176,3.187012339953566,100,145.347,yolov5n,0.6817636936903,4,1.336911,42.2,0.051694736,0.05033588409423828,0.09850454330444336,31.517192840576172
177,3.282515624341554,100,291.398,yolov5n,0.5279999880687051,23,1.098264,22.4,0.047424264,0.04627370834350586,0.1120150089263916,31.8797767162323
178,3.499425808429762,100,241.607,yolov5n,0,0,1.460018,14.7,0.051096847,0.04974937438964844,0.6039466857910156,32.68863773345947
179,3.494209004511538,100,246.329,yolov5n,0.7345618270337582,8,1.195614,53.2,0.049194115,0.04787254333496094,0.38672423362731934,32.78269147872925
180,2.9791298266218886,100,185.418,yolov5n,0.8087998628616333,2,1.200436,57.9,0.042006273999999996,0.040784358978271484,0.18631625175476074,32.85266995429993
181,3.2524878077498776,100,300.596,yolov5n,0.47919697562853497,12,1.05261,28.9,0.047341513,0.04579973220825195,0.1166846752166748,33.09563899040222
182,3.2176998640322845,100,288.708,yolov5n,0.5532554090023041,3,1.054563,12.6,0.047267767,0.04611492156982422,0.5907835960388184,33.8932044506073
183,3.1707224360146777,100,202.076,yolov5n,0.4790254831314087,2,1.549557,66.7,0.056129338,0.054666996002197266,0.3736603260040283,33.983978509902954
184,2.952708901780224,100,312.464,yolov5n,0.7765524387359619,1,1.271298,49.3,0.045770599,0.0445554256439209,0.1586604118347168,34.07204794883728
185,3.1818845334092383,100,223.904,yolov5n,0.6130948240558306,12,1.395443,25.4,0.048390396999999995,0.047163963317871094,0.10741257667541504,34.33587598800659
