time,monitor,analyzer,planner,executor
32.32103085517883,0.393615,0.0,0,0
33.331340074539185,0.13916,0.0,0,0
34.33594870567322,0.139038,0.0,0.0,0.0
35.34126949310303,0.049072,0.0,0,0
36.34601879119873,0.154846,0.0,0,0
37.35459327697754,0.1073,0.035217,0.0,0.0
38.36079525947571,0.03125,0.0,0.0,0.036621
39.36396861076355,0.073303,0.0,0.0,0.0
40.367886781692505,0.126221,0.0,0.0,0.043151
41.37300729751587,0.171447,0.0,0,0
42.377711057662964,0.039551,0.0,0,0
43.38109493255615,0.131043,0.0,0,0
44.38693618774414,0.154235,0.0,0,0
45.3921422958374,0.124694,0.0,0,0
46.397308588027954,0.126159,0.0,0.035706,0.0
47.4029598236084,0.025757,0.0,0.0,0.037231
48.405930519104004,0.051636,0.0,0,0
49.409947872161865,0.145141,0.0,0,0
50.416542053222656,0.128357,0.0,0,0
51.423808336257935,0.073731,0.0,0,0
52.4277126789093,0.164367,0.0,0,0
53.4335994720459,0.200988,0.0,0.0,0.0
54.441681146621704,0.266784,0.0,0,0
55.45237374305725,0.268431,0.0,0,0
56.45977306365967,0.14215,0.0,0.0,0.0
57.465365409851074,0.06488,0.0,0,0
58.46915674209595,0.056885,0.0,0,0
59.473087310791016,0.049378,0.0,0,0
60.477317810058594,0.229491,0.0,0,0
61.48457312583923,0.087158,0.0,0,0
62.49030804634094,0.163086,0.0,0,0
63.49809813499451,0.249328,0.0,0.0,0.0
64.50719237327576,0.131591,0.0,0,0
65.51321125030518,0.069397,0.0,0.0,0.0
66.51838517189026,0.04657,0.0,0,0
67.52214241027832,0.047364,0.0,0,0
68.52656173706055,0.031922,0.0,0,0
69.53083872795105,0.110046,0.0,0,0
70.53513550758362,0.055359,0.0,0,0
71.53990077972412,0.065003,0.0,0,0
72.54580569267273,0.147948,0.0,0,0
73.55176377296448,0.02771,0.0,0,0
74.55566954612732,0.14038,0.0,0,0
75.55986905097961,0.039489,0.0,0.0,0.0
76.56428647041321,0.109863,0.0,0.0,0.0
77.56921744346619,0.145324,0.045044,0.0,0.0
78.57512545585632,0.047058,0.0,0,0
79.57980608940125,0.186645,0.0,0,0
80.58688855171204,0.049072,0.0,0,0
81.59147000312805,0.070862,0.0,0.0,0.0
82.59678983688354,0.04773,0.0,0,0
83.60063099861145,0.049865,0.0,0,0
84.60419082641602,0.052795,0.0,0,0
85.60840773582458,0.195556,0.0,0,0
86.61430859565735,0.046204,0.0,0,0
87.6182906627655,0.052856,0.0,0,0
88.62234926223755,0.048218,0.0,0,0
89.62665581703186,0.045349,0.0,0,0
90.6308023929596,0.075317,0.0,0,0
91.63554739952087,0.09137,0.0,0,0
92.64064812660217,0.206176,0.0,0,0
93.64651370048523,0.072571,0.0,0,0
94.65169215202332,0.0849,0.0,0,0
95.65622544288635,0.098999,0.0,0,0
96.66086101531982,0.052734,0.0,0,0
97.66569757461548,0.055053,0.0,0,0
98.67025923728943,0.194946,0.0,0,0
99.67788624763489,0.094726,0.0,0,0
100.68284511566162,0.04364,0.0,0,0
101.68699645996094,0.057495,0.0,0.0,0.0
102.69155025482178,0.052063,0.0,0.016601,0.0
103.69581747055054,0.122742,0.0,0,0
104.7002580165863,0.094543,0.0,0,0
105.70550203323364,0.177734,0.0,0,0
106.71095705032349,0.113831,0.0,0,0
107.71664094924927,0.028259,0.0,0,0
108.72063875198364,0.080261,0.0,0.0,0.0
109.72628355026245,0.191711,0.0,0,0
110.73386311531067,0.0979,0.0,0,0
111.74022316932678,0.370971,0.0,0,0
112.7506217956543,0.123596,0.0,0.0,0.0
113.75668406486511,0.044433,0.0,0,0
114.76104497909546,0.048706,0.0,0,0
115.76565599441528,0.070312,0.0,0,0
116.77003049850464,0.04895,0.0,0,0
117.77464365959167,0.088928,0.0,0,0
118.78070163726807,0.065003,0.0,0,0
119.78816986083984,0.142517,0.0,0,0
120.79568719863892,0.030701,0.0,0,0
121.80028009414673,0.071655,0.0,0,0
122.80487322807312,0.043579,0.0,0.0,0.0
123.8094470500946,0.088257,0.0,0,0
124.81411147117615,0.046387,0.0,0,0
125.81955742835999,0.101623,0.0,0,0
126.82414412498474,0.074097,0.0,0,0
127.82897639274597,0.077759,0.0,0,0
128.83413219451904,0.044128,0.0,0,0
129.83864045143127,0.134033,0.0,0.0,0.0
130.8443479537964,0.137695,0.0,0.029663,0.0
131.851500749588,0.155395,0.0,0.0,0.0
132.85780549049377,0.141418,0.0,0,0
133.86533379554749,0.274169,0.0,0.0,0.0
134.8730103969574,0.084473,0.0,0,0
135.87729358673096,0.116699,0.0,0.0,0.0
136.88488578796387,0.2276,0.0,0,0
137.89461255073547,0.259093,0.033325,0.0,0.0
138.90615034103394,0.073487,0.0,0.0,0.0
139.91094589233398,0.074401,0.0,0,0
140.91615748405457,0.064453,0.0,0,0
141.92088198661804,0.086059,0.0,0,0
142.92621541023254,0.083923,0.0,0,0
143.93161368370056,0.097717,0.0,0,0
144.93734216690063,0.06311,0.0,0,0
145.94222450256348,0.053527,0.0,0,0
146.94748783111572,0.116394,0.0,0,0
147.95297503471375,0.077575,0.0,0,0
148.958598613739,0.098205,0.0,0,0
149.9638159275055,0.094482,0.0,0,0
150.9692509174347,0.047974,0.0,0,0
151.97405242919922,0.088744,0.0,0,0
152.97967147827148,0.063416,0.0,0,0
153.9849271774292,0.057434,0.0,0,0
154.99038791656494,0.141113,0.0,0,0
155.99607038497925,0.085083,0.0,0,0
157.00261116027832,0.111267,0.0,0,0
158.00858163833618,0.058411,0.0,0,0
159.01322317123413,0.193909,0.0,0,0
160.02231860160828,0.194458,0.0,0,0
161.03029799461365,0.068359,0.0,0,0
162.0348994731903,0.050781,0.0,0,0
163.0394365787506,0.068481,0.0,0,0
164.04420447349548,0.074158,0.0,0,0
165.0494349002838,0.126526,0.0,0,0
166.054270029068,0.088928,0.0,0,0
167.0590741634369,0.15271,0.0,0,0
168.065527677536,0.062439,0.0,0,0
169.07194018363953,0.282408,0.0,0,0
170.081848859787,0.100158,0.0,0,0
171.08732342720032,0.242309,0.0,0,0
172.0964024066925,0.188048,0.02533,0,0
173.10563397407532,0.091796,0.0,0,0
174.1117980480194,0.26477,0.0,0,0
175.12173175811768,0.087036,0.0,0,0
176.12793564796448,0.107666,0.0,0,0
177.13433837890625,0.061829,0.0,0,0
178.14000391960144,0.042908,0.0,0,0
179.14541625976562,0.208556,0.0,0,0
180.15246081352234,0.099548,0.0,0,0
181.15764236450195,0.180175,0.0,0,0
182.16348886489868,0.228332,0.0,0,0
183.17117953300476,0.09845,0.0,0,0
184.17694067955017,0.037903,0.0,0,0
185.18159914016724,0.060913,0.0,0,0
186.18758630752563,0.040649,0.0,0,0
187.19286608695984,0.157776,0.0,0,0
188.19979524612427,0.077575,0.0,0,0
189.20538067817688,0.228637,0.0,0,0
190.21213459968567,0.15863,0.0,0,0
191.21846437454224,0.095214,0.0,0,0
192.22579193115234,0.179504,0.0,0,0
193.23415160179138,0.101379,0.0,0,0
194.2392382621765,0.082336,0.0,0,0
195.24487614631653,0.095703,0.0,0,0
196.25040411949158,0.063599,0.0,0,0
197.25560593605042,0.052917,0.0,0,0
198.2604501247406,0.082459,0.0,0,0
199.26701831817627,0.137695,0.0,0,0
200.27432465553284,0.094665,0.0,0,0
201.28012681007385,0.136596,0.0,0,0
202.28775572776794,0.125488,0.0,0,0
203.29448819160461,0.086303,0.0,0,0
204.29972124099731,0.067505,0.0,0,0
205.30517601966858,0.062316,0.0,0,0
206.31066584587097,0.097106,0.0,0,0
207.31653499603271,0.093688,0.0,0,0
208.32319474220276,0.262023,0.0,0,0
209.332683801651,0.098633,0.0,0,0
210.33847093582153,0.066284,0.0,0,0
211.3432116508484,0.150879,0.0,0,0
212.3503499031067,0.085999,0.0,0,0
213.35574960708618,0.136718,0.0,0,0
214.361337184906,0.206115,0.0,0,0
215.36915683746338,0.138245,0.0,0,0
216.37520027160645,0.13916,0.0,0,0
217.3803083896637,0.080749,0.0,0,0
218.3855381011963,0.065734,0.0,0,0
219.3904104232788,0.106689,0.0,0,0
220.39542436599731,0.060791,0.0,0,0
221.4016556739807,0.25116,0.0,0,0
222.41138219833374,0.105895,0.0,0,0
223.41783547401428,0.148498,0.0,0,0
224.42297625541687,0.074767,0.0,0,0
225.42940402030945,0.12677,0.0,0,0
226.43456387519836,0.044129,0.0,0,0
227.4397644996643,0.092591,0.0,0,0
228.44671249389648,0.112914,0.0,0,0
229.4545032978058,0.065735,0.0,0.0,0.0
230.46091556549072,0.226501,0.0,0.0,0.0
231.47110533714294,0.092102,0.0,0,0
232.4773895740509,0.182922,0.0,0,0
233.48510026931763,0.180969,0.0,0.0,0.0
234.491393327713,0.070923,0.0,0,0
235.49490332603455,0.075256,0.0,0,0
236.4981245994568,0.047607,0.0,0,0
237.50211596488953,0.048218,0.0,0,0
238.5072705745697,0.085815,0.0,0,0
239.51191663742065,0.247131,0.0,0,0
240.52163243293762,0.080017,0.0,0,0
241.52574729919434,0.097351,0.0,0,0
242.53027534484863,0.1109,0.0,0,0
243.5341911315918,0.039856,0.0,0,0
244.53786206245422,0.079711,0.0,0,0
245.54178285598755,0.029113,0.0,0,0
246.5451807975769,0.039673,0.0,0,0
247.54862570762634,0.044433,0.0,0,0
248.5519723892212,0.095886,0.0,0.0,0.0
249.55633997917175,0.136474,0.0,0.0,0.0
250.56448459625244,0.296508,0.0,0,0
251.57422614097595,0.178406,0.0,0,0
252.58233761787415,0.241638,0.0,0,0
253.59169363975525,0.058106,0.0,0,0
254.59677696228027,0.060547,0.0,0,0
255.60226798057556,0.113098,0.0,0,0
256.60931754112244,0.083191,0.0,0,0
257.61606884002686,0.138611,0.0,0,0
258.62317848205566,0.06195,0.0,0,0
259.6284005641937,0.056518,0.0,0,0
260.63351917266846,0.105469,0.0,0,0
261.6391508579254,0.127746,0.0,0,0
262.64619731903076,0.078735,0.0,0,0
263.6522488594055,0.199646,0.0,0,0
264.66221809387207,0.152954,0.0,0,0
265.6688959598541,0.065857,0.0,0,0
266.6743655204773,0.113403,0.0,0,0
267.6807792186737,0.159362,0.0,0,0
268.68712735176086,0.09967,0.0,0,0
269.693674325943,0.178039,0.0,0,0
270.70096921920776,0.136901,0.0,0,0
271.706387758255,0.063537,0.0,0,0
272.71168780326843,0.095032,0.0,0.0,0.0
273.7183976173401,0.132629,0.0,0.0,0.0
274.72476625442505,0.067687,0.0,0,0
275.7301142215729,0.058166,0.0,0,0
276.7354848384857,0.114563,0.0,0,0
277.7438681125641,0.071106,0.0,0,0
278.74932861328125,0.070495,0.0,0,0
279.7549178600311,0.161926,0.0,0,0
280.76258182525635,0.082885,0.0,0,0
281.768758058548,0.061584,0.0,0,0
282.7745087146759,0.12323,0.0,0,0
283.7803325653076,0.051453,0.0,0,0
284.7862558364868,0.168274,0.0,0,0
285.79332160949707,0.1651,0.0,0,0
286.8005166053772,0.302184,0.0,0,0
287.80817556381226,0.054199,0.0,0,0
288.81366062164307,0.15155,0.0,0,0
289.8207461833954,0.186828,0.0,0,0
290.82932019233704,0.097473,0.0,0,0
291.83575534820557,0.064087,0.0,0,0
292.8411269187927,0.096252,0.0,0,0
293.8474645614624,0.077392,0.0,0,0
294.85275745391846,0.083129,0.0,0,0
295.85897159576416,0.233032,0.0,0,0
296.86681365966797,0.074524,0.0,0,0
297.8725051879883,0.173217,0.0,0,0
298.8781008720398,0.058411,0.0,0,0
299.8840775489807,0.134949,0.0,0,0
300.8904957771301,0.176513,0.0,0,0
301.8974070549011,0.084655,0.0,0,0
302.9038453102112,0.074951,0.0,0,0
303.9105567932129,0.078125,0.0,0,0
304.91650128364563,0.167419,0.0,0,0
305.9238018989563,0.061096,0.0,0,0
306.9293510913849,0.113098,0.0,0,0
307.9353497028351,0.070617,0.0,0,0
308.940673828125,0.055847,0.0,0,0
309.94662714004517,0.058227,0.0,0,0
310.953320980072,0.272339,0.0,0,0
311.96266508102417,0.111572,0.0,0,0
312.96936893463135,0.090942,0.0,0,0
313.9749526977539,0.089294,0.0,0,0
314.98144483566284,0.11261,0.0,0,0
315.98951411247253,0.360839,0.0,0,0
317.0034644603729,0.08606,0.0,0,0
318.0096673965454,0.123901,0.0,0,0
