time,monitor,analyzer,planner,executor
15.505390167236328,0.136779,0.0,0.0,0.0
16.51221752166748,0.098267,0.0,0.0,0.035095
17.517664432525635,0.235351,0.0,0.0,0.029541
18.529085397720337,0.139587,0.0,0,0
19.53498125076294,0.079895,0.0,0,0
20.54069495201111,0.205261,0.0,0.11267,0.0
21.551036834716797,0.059875,0.0,0.0,0.036316
22.556132316589355,0.193298,0.0,0.0,0.0
23.564913749694824,0.205077,0.0,0.0,0.0
24.571956872940063,0.108703,0.0,0,0
25.578216791152954,0.164855,0.0,0.0,0.0
26.587340593338013,0.237304,0.0,0.0,0.0
27.59617567062378,0.249084,0.0,0,0
28.60346531867981,0.08905,0.0,0,0
29.60793423652649,0.08844,0.0,0.0,0.0
30.613677740097046,0.207946,0.0,0,0
31.620816230773926,0.097473,0.0,0,0
32.62633562088013,0.059509,0.0,0,0
33.63166308403015,0.105041,0.0,0,0
34.63620734214783,0.124328,0.0,0,0
35.64287066459656,0.196105,0.0,0.0,0.0
36.65052604675293,0.058288,0.0,0,0
37.65532565116882,0.052734,0.0,0,0
38.660926818847656,0.203369,0.0,0,0
39.66999936103821,0.038879,0.0,0,0
40.67472791671753,0.083374,0.0,0,0
41.679683446884155,0.0708,0.0,0,0
42.68488049507141,0.06012,0.0,0,0
43.690163135528564,0.083313,0.0,0,0
44.695356130599976,0.122864,0.0,0,0
45.70127296447754,0.072997,0.0,0,0
46.70629048347473,0.059754,0.0,0,0
47.7107048034668,0.041687,0.0,0,0
48.71459603309631,0.079651,0.0,0,0
49.719749450683594,0.092468,0.0,0,0
50.72527813911438,0.069458,0.0,0,0
51.730621576309204,0.135559,0.034607,0.0,0.0
52.73746132850647,0.233581,0.0,0,0
53.746198892593384,0.12207,0.0,0,0
54.75325036048889,0.039856,0.0,0,0
55.75789475440979,0.106384,0.0,0,0
56.76380634307861,0.082642,0.0,0,0
57.770262718200684,0.191466,0.0,0,0
58.777655601501465,0.276854,0.0,0,0
59.78835463523865,0.06256,0.0,0,0
60.793522119522095,0.083008,0.0,0,0
61.79815125465393,0.086303,0.0,0,0
62.80287051200867,0.052734,0.0,0,0
63.80770468711853,0.07666,0.0,0,0
64.81296277046204,0.07965,0.0,0,0
65.81933522224426,0.297302,0.0,0,0
66.82927417755127,0.049682,0.0,0.0,0.0
67.83359956741333,0.068054,0.0,0,0
68.83934903144836,0.145202,0.0,0,0
69.85167717933655,0.053955,0.0,0,0
70.85682892799377,0.094177,0.0,0,0
71.86205458641052,0.114746,0.0,0,0
72.86754512786865,0.052063,0.0,0,0
73.87201523780823,0.06958,0.0,0,0
74.876713514328,0.082153,0.0,0,0
75.88201689720154,0.087768,0.0,0,0
76.88704252243042,0.081604,0.0,0,0
77.89360356330872,0.077514,0.0,0,0
78.89872574806213,0.107848,0.0,0,0
79.90386891365051,0.241821,0.0,0,0
80.91135311126709,0.208373,0.0,0,0
81.91849994659424,0.158508,0.030518,0,0
82.9264760017395,0.101074,0.0,0,0
83.93184876441956,0.084106,0.0,0.0,0.0
84.93677759170532,0.049133,0.0,0.0,0.0
85.94216656684875,0.050476,0.0,0,0
86.94649934768677,0.078247,0.0,0,0
87.95138359069824,0.07312,0.0,0.0,0.0
88.9564642906189,0.062073,0.0,0,0
89.96215629577637,0.100647,0.0,0,0
90.96869730949402,0.171997,0.0,0,0
91.97617864608765,0.072571,0.0,0,0
92.98173832893372,0.198852,0.0,0,0
93.9894585609436,0.071166,0.0,0,0
94.99486589431763,0.072937,0.0,0,0
95.99951910972595,0.108031,0.0,0,0
97.00494980812073,0.140014,0.0,0,0
98.01187801361084,0.097046,0.0,0,0
99.01729226112366,0.068603,0.0,0.0,0.0
100.02272915840149,0.059509,0.0,0.0,0.0
101.02915740013123,0.050476,0.0,0,0
102.03451132774353,0.179382,0.0,0,0
103.04138040542603,0.088196,0.0,0,0
104.04744958877563,0.090087,0.0,0,0
105.05264401435852,0.064453,0.0,0,0
106.05768609046936,0.084351,0.0,0,0
107.06275582313538,0.138366,0.0,0,0
108.06898880004883,0.231323,0.0,0,0
109.0785870552063,0.271056,0.0,0.0,0.0
110.08876347541809,0.196716,0.0,0,0
111.09688591957092,0.1026,0.0,0,0
112.10242366790771,0.071228,0.0,0.0,0.0
113.10762858390808,0.055908,0.0,0,0
114.1131796836853,0.075683,0.0,0,0
115.11862087249756,0.125732,0.0,0,0
116.12510323524475,0.143188,0.0,0,0
117.13162207603455,0.075989,0.0,0.0,0.0
118.13687443733215,0.097533,0.0,0,0
119.14352464675903,0.083862,0.0,0.0,0.0
120.14945149421692,0.150573,0.0,0,0
121.15598583221436,0.214599,0.0,0,0
122.16304230690002,0.075867,0.0,0.023193,0.0
123.16889429092407,0.075012,0.0,0,0
124.1741030216217,0.083252,0.0,0,0
125.18030166625977,0.070801,0.0,0,0
126.18588161468506,0.124694,0.0,0,0
127.19165873527527,0.083374,0.0,0,0
128.19685912132263,0.10846,0.0,0,0
129.2026550769806,0.076599,0.0,0,0
130.2090392112732,0.1203,0.0,0,0
131.21509099006653,0.089965,0.0,0,0
132.22083044052124,0.086975,0.0,0,0
133.22632455825806,0.062561,0.0,0,0
134.23150157928467,0.082641,0.0,0,0
135.23706436157227,0.160277,0.0,0,0
136.2434787750244,0.129089,0.0,0,0
137.24993586540222,0.088318,0.0,0,0
138.25579476356506,0.211731,0.0,0,0
139.2652943134308,0.071472,0.0,0,0
140.2716555595398,0.137023,0.0,0,0
141.2782678604126,0.070496,0.0,0,0
142.2835259437561,0.120422,0.0,0,0
143.29201006889343,0.279663,0.0,0,0
144.30089807510376,0.095154,0.0,0,0
145.30741715431213,0.195678,0.0,0,0
146.31520795822144,0.101074,0.0,0,0
147.32104420661926,0.085572,0.0,0.0,0.0
148.32700872421265,0.075073,0.0,0,0
149.33228397369385,0.11499,0.0,0,0
150.33894038200378,0.297607,0.0,0,0
151.34728813171387,0.129211,0.0,0,0
152.35318040847778,0.062073,0.0,0.0,0.0
153.35910558700562,0.129272,0.0,0,0
154.36560559272766,0.241882,0.0,0,0
155.37458682060242,0.10907,0.0,0,0
156.38228702545166,0.092895,0.0,0.0,0.0
157.3890242576599,0.08136,0.0,0,0
158.3958067893982,0.167114,0.0,0,0
159.4031949043274,0.083434,0.0,0,0
160.4093713760376,0.105773,0.0,0,0
161.4166021347046,0.078613,0.0,0.0,0.0
162.42281317710876,0.086609,0.0,0,0
163.42942190170288,0.17688,0.0,0,0
164.43946743011475,0.258178,0.0,0,0
165.44877862930298,0.067749,0.0,0.0,0.0
166.45412683486938,0.069397,0.0,0,0
167.46013164520264,0.059571,0.0,0,0
168.46602702140808,0.128662,0.0,0,0
169.47364330291748,0.070801,0.0,0,0
170.47894430160522,0.092957,0.0,0,0
171.4858798980713,0.090637,0.0,0,0
172.49187016487122,0.10437,0.0,0,0
173.49827241897583,0.095154,0.0,0,0
174.5045714378357,0.263,0.0,0,0
175.5155210494995,0.091735,0.0,0,0
176.52156972885132,0.223388,0.0,0.0,0.0
177.53015995025635,0.160339,0.0,0,0
