,total_processed,input_rate,image_quality,file_size(kB),current_model,avg_conf,current_boxes,energy_consumption(J),current_cpu,measure_duration(s),current_model_small,avg_conf_small,current_boxes_small,energy_consumption(J)_small,current_cpu_small,measure_duration(s)_small,current_model_medium,avg_conf_medium,current_boxes_medium,energy_consumption(J)_medium,current_cpu_medium,measure_duration(s)_medium,current_model_large,avg_conf_large,current_boxes_large,energy_consumption(J)_large,current_cpu_large,measure_duration(s)_large
78,4357,2.4165123043534416,100,349.796,yolov5n,0.0,0,1.018491,37.5,0.036191136,yolov5s,0.0,0,2.654473,35.5,0.068062023,yolov5m,0.5661836266517639,2,5.677781,13.0,0.137456695,yolov5l,0.8626928329467773,1,16.426899,67.0,0.459731137
79,281,3.0082912869842056,100,293.294,yolov5n,0.6308650771776835,12,1.018796,12.8,0.036541766,yolov5s,0.6209579650312662,16,3.126762,71.1,0.081176954,yolov5m,0.6752223162090077,17,5.665512,45.5,0.132859833,yolov5l,0.7562694493681192,16,11.166415,53.1,0.276222022
80,2648,2.0219154459597792,100,185.354,yolov5n,0.5439110659062862,8,1.019101,11.4,0.046802694,yolov5s,0.5097594069583076,14,3.370108,35.9,0.097025341,yolov5m,0.5729685674111048,12,6.079269,33.5,0.146740139,yolov5l,0.5556870309206156,13,10.902498,53.2,0.239320104
81,3722,2.347244327304346,100,172.081,yolov5n,0.6669302582740784,1,1.019467,25.9,0.03458903,yolov5s,0.5106244385242462,4,2.896171,39.4,0.09270201,yolov5m,0.7358287572860718,3,6.517134,47.2,0.162943033,yolov5l,0.8720890879631042,2,10.89902,52.8,0.2632759369999999
82,4152,2.368121418509408,100,265.525,yolov5n,0.6021629989147186,10,1.022214,24.4,0.048527444,yolov5s,0.5603402810437339,14,2.844109,23.4,0.094098106,yolov5m,0.624486907170369,13,7.890727,64.6,0.231020997,yolov5l,0.6263901591300964,2,12.809599,55.1,0.3419754299999999
83,3642,2.346943332057388,100,201.35,yolov5n,0.8298431038856506,2,1.022824,26.6,0.043431,yolov5s,0.700441708167394,3,2.982414,71.4,0.071392668,yolov5m,0.9001161456108093,2,7.758525,69.1,0.230059039,yolov5l,0.9349946677684784,2,10.672091,24.1,0.2617327
84,16108,22.360570106891203,100,88.879,yolov5n,0.433775931596756,1,1.023191,65.9,0.0372835429999999,yolov5s,0.4018628895282745,4,2.852043,91.7,0.071169135,yolov5m,0.8055451959371567,4,10.995394,85.4,0.244735999,yolov5l,0.6279934383928776,8,9.035134,82.7,0.219214831
85,2980,2.0259213896352493,100,262.237,yolov5n,0.6406980509107764,11,1.023313,22.9,0.04737334,yolov5s,0.5961547427707248,18,2.940849,60.2,0.092556913,yolov5m,0.67085000872612,15,7.131818,64.8,0.224991869,yolov5l,0.6689564305193284,17,12.126006,61.1,0.2601317429999999
86,3930,2.398859889053204,100,167.332,yolov5n,0.0,0,1.024107,11.3,0.037754053,yolov5s,0.0,0,3.568838,72.6,0.09813157,yolov5m,0.4124153256416321,3,7.999919,70.7,0.230570703,yolov5l,0.6883088946342468,3,11.371431,54.4,0.251737604
87,3835,2.549740291763728,100,177.876,yolov5n,0.6671503484249115,2,1.024534,29.6,0.046853828,yolov5s,0.5408242841561636,3,2.967522,73.0,0.071205027,yolov5m,0.7889101505279541,2,6.694197,66.0,0.157112473,yolov5l,0.8321447968482971,2,11.70041,60.0,0.2654078709999999
88,1008,3.2033432622390543,100,224.623,yolov5n,0.7073320959295545,7,1.024961,25.8,0.045576301,yolov5s,0.5867382856932554,11,4.713306,86.3,0.139020116,yolov5m,0.73055459856987,10,5.497483,38.9,0.175296106,yolov5l,0.7878757498481057,11,11.351595,56.3,0.257278933
89,664,2.9605502732562257,100,211.602,yolov5n,0.6852656602859497,1,1.026365,12.0,0.036478858,yolov5s,0.6433265805244446,3,3.811758,77.8,0.10753246,yolov5m,0.8004755973815918,2,6.430708,62.2,0.151590864,yolov5l,0.8195367753505707,2,11.313753,54.8,0.270466965
90,2034,2.3189254434237947,100,141.921,yolov5n,0.3549652099609375,1,1.028256,11.0,0.044053207,yolov5s,0.3486916422843933,7,3.499869,45.8,0.096388319,yolov5m,0.4207027852535248,5,5.407396,43.6,0.148610906,yolov5l,0.4534151766981397,7,11.622162,61.6,0.256457684
