,total_processed,input_rate,image_quality,file_size(kB),current_model,avg_conf,current_boxes,energy_consumption(J),current_cpu,measure_duration(s),current_model_small,avg_conf_small,current_boxes_small,energy_consumption(J)_small,current_cpu_small,measure_duration(s)_small,current_model_medium,avg_conf_medium,current_boxes_medium,energy_consumption(J)_medium,current_cpu_medium,measure_duration(s)_medium,current_model_large,avg_conf_large,current_boxes_large,energy_consumption(J)_large,current_cpu_large,measure_duration(s)_large
12,3676,2.422126420027669,100,256.085,yolov5n,0.6030555916459936,19,0.943418,9.7,0.034358954,yolov5s,0.6299988096174987,23,2.744377,48.3,0.066370793,yolov5m,0.5809019154735974,28,5.803696,58.6,0.1366425989999999,yolov5l,0.6178048363438359,27,10.528171,55.3,0.236817998
13,4477,2.391765055300422,100,203.829,yolov5n,0.5959221720695496,1,0.945005,12.8,0.042393689,yolov5s,0.8816109895706177,1,2.976189,60.0,0.094861471,yolov5m,0.3368277102708816,4,5.638414,22.2,0.133712998,yolov5l,0.8537188129765647,7,11.448274,53.9,0.252240496
14,3769,2.348043795413359,100,181.698,yolov5n,0.5768573681513468,6,0.956052,10.6,0.0343868399999999,yolov5s,0.6051018365791866,7,3.116691,34.0,0.087586079,yolov5m,0.5327630996704101,10,5.886398,58.6,0.165708651,yolov5l,0.6072054770257738,9,10.693454,57.9,0.236970909
15,1182,3.2234828232067136,100,320.16,yolov5n,0.749656904488802,8,0.9624,14.6,0.04248368,yolov5s,0.8195530838436551,9,3.888235,33.6,0.112349399,yolov5m,0.6983417496085167,12,7.346599,67.5,0.2163485789999999,yolov5l,0.7532650936733593,11,10.587497,53.5,0.265621577
16,3640,2.429245185668229,100,269.678,yolov5n,0.5178059339523315,3,0.96893,12.5,0.042415175,yolov5s,0.5558175295591354,6,2.864739,69.5,0.06865528,yolov5m,0.4442485531171163,15,6.802412,73.2,0.149904145,yolov5l,0.5544971798857053,12,9.986181,51.9,0.229063074
17,1173,2.864952584204985,100,408.907,yolov5n,0.7838672796885172,3,0.970701,13.4,0.0457131619999999,yolov5s,0.8774226754903793,4,3.937062,37.6,0.126406423,yolov5m,0.733405351638794,4,5.481248,49.0,0.132199931,yolov5l,0.7929323315620422,4,11.328218,52.3,0.2541922749999999
18,3622,2.258450449574702,100,251.149,yolov5n,0.4754485189914703,3,0.973264,11.5,0.046179972,yolov5s,0.5336464792490005,4,2.871392,35.6,0.070534931,yolov5m,0.42837855219841,6,5.568712,18.6,0.134499246,yolov5l,0.5298062264919281,7,12.651457,66.7,0.275737111
19,4459,2.3079601694483136,100,383.862,yolov5n,0.8532308340072632,3,0.977903,14.2,0.047745008,yolov5s,0.885053277015686,3,2.824517,25.8,0.07252012,yolov5m,0.7207613736391068,4,6.647749,51.3,0.152999684,yolov5l,0.8576283603906631,4,10.662143,58.8,0.304628018
20,2609,1.893932130393518,100,156.267,yolov5n,0.4902454614639282,1,0.997922,55.6,0.034956943,yolov5s,0.6101797372102737,2,3.406119,23.9,0.087793026,yolov5m,0.4849881331125895,3,4.376027,12.1,0.105002508,yolov5l,0.6128473977247874,3,9.233191,53.5,0.208621826
21,2287,2.391213182153717,100,217.822,yolov5n,0.4927470982074737,1,1.000303,13.4,0.035566408,yolov5s,0.5319722294807434,2,2.704033,26.2,0.088004894,yolov5m,0.4911160916090011,4,7.213788,65.6,0.216659239,yolov5l,0.5389037489891052,5,12.269256,62.6,0.268618388
22,1618,2.6101620143408195,100,233.639,yolov5n,0.7379836440086365,1,1.007565,10.2,0.035355555,yolov5s,0.7750450968742371,1,3.156913,38.7,0.103313394,yolov5m,0.6422616094350815,2,6.311446,55.0,0.220691921,yolov5l,0.9128241539001464,1,15.091087,67.0,0.432072313
23,2232,2.1111694149711355,100,241.228,yolov5n,0.5258954385916392,15,1.008482,51.8,0.0362964599999999,yolov5s,0.5316524426142375,15,2.408807,59.5,0.076499062,yolov5m,0.5074726136831137,26,4.598071,48.1,0.108870041,yolov5l,0.5974552556872368,20,9.529028,52.7,0.209294868
24,3215,2.277966645421273,100,222.723,yolov5n,0.8598778247833252,2,1.016171,13.2,0.046358338,yolov5s,0.8738874793052673,2,2.44079,21.5,0.063040442,yolov5m,0.6785688698291779,3,6.030441,27.8,0.200554866,yolov5l,0.8958736062049866,2,14.989097,67.3,0.421814869
25,2366,2.363947668007491,100,61.752,yolov5n,0.8841720819473267,1,1.021787,21.4,0.04235708,yolov5s,0.9226301908493042,1,2.682183,28.1,0.086177974,yolov5m,0.5954491347074509,2,6.742292,52.1,0.195787573,yolov5l,0.9248568415641784,1,10.506626,53.1,0.231640363
26,668,3.0944085349758157,100,180.232,yolov5n,0.60945263504982,3,1.023618,10.9,0.036084095,yolov5s,0.7486630976200104,2,2.962822,49.7,0.099867463,yolov5m,0.5031588822603226,6,5.943589,18.9,0.144919316,yolov5l,0.7175350338220596,4,11.477204,58.9,0.263026992
27,1286,2.679438292023216,100,226.499,yolov5n,0.6193569004535675,3,1.027219,10.2,0.046238574,yolov5s,0.7113122145334879,3,4.600452,86.3,0.128478447,yolov5m,0.6180921296278635,6,5.382433,15.9,0.130943208,yolov5l,0.7621740847826004,4,11.131014,55.8,0.249645242
28,4274,2.637614307369768,100,210.944,yolov5n,0.4347734947999318,3,1.028196,50.9,0.035946778,yolov5s,0.4401225000619888,4,2.929802,24.7,0.0817415399999999,yolov5m,0.4009270171324412,3,4.939868,29.7,0.1188998769999999,yolov5l,0.8460561633110046,2,11.764618,56.1,0.265519775
29,3033,1.9205559016810607,100,76.62,yolov5n,0.4376053214073181,1,1.028806,13.7,0.036753775,yolov5s,0.6770216822624207,1,3.250725,75.9,0.091712976,yolov5m,0.4374811947345733,2,5.569443,35.7,0.172698073,yolov5l,0.7085749804973602,2,10.777927,55.3,0.233759755
30,2603,1.8000367631977792,100,242.331,yolov5n,0.605885848402977,2,1.029722,20.5,0.0463264309999999,yolov5s,0.6610457301139832,2,3.685965,38.3,0.1042150449999999,yolov5m,0.5287220031023026,4,5.567613,49.6,0.133566052,yolov5l,0.6512246280908585,2,10.999361,27.8,0.246449995
31,223,3.058662211974392,100,233.761,yolov5n,0.6826045274734497,10,1.031919,24.1,0.0367884329999999,yolov5s,0.6938385800881819,11,3.915762,74.0,0.118116243,yolov5m,0.6780423571666082,12,6.658796,61.6,0.160727856,yolov5l,0.7079122091333071,12,13.090054,61.0,0.312083098
32,4209,2.3273725537965197,100,147.594,yolov5n,0.5567331127822399,8,1.032407,11.0,0.048084403,yolov5s,0.636444651418262,9,2.589532,20.3,0.068847813,yolov5m,0.5216505165610995,14,7.705486,46.2,0.170724941,yolov5l,0.6541047233801621,13,15.296592,64.4,0.426706316
33,24394,9.03673815605419,100,95.271,yolov5n,0.7286128194435783,23,1.0332,63.9,0.031673736,yolov5s,0.743453582127889,24,3.554068,85.9,0.091789099,yolov5m,0.7155547279577988,26,7.433148,82.4,0.190531582,yolov5l,0.7424042684336504,24,15.012169,91.4,0.358337966
34,4802,4.573888890808102,100,155.446,yolov5n,0.5968938966592153,3,1.033994,27.9,0.047536663,yolov5s,0.6736595928668976,2,2.931572,35.6,0.083369841,yolov5m,0.5811745002865791,4,3.944387,21.3,0.104445999,yolov5l,0.7171869352459908,8,11.228365,51.9,0.241939927
35,3810,2.703309155495871,100,275.456,yolov5n,0.5674914220968882,3,1.038023,28.9,0.0453966279999999,yolov5s,0.6443993548552195,3,2.722039,30.9,0.089584503,yolov5m,0.5546337008476258,5,6.438094,30.5,0.158022093,yolov5l,0.8097480237483978,4,11.385225,56.4,0.256143693
36,2952,2.149580875437419,100,382.656,yolov5n,0.8702754139900207,5,1.039426,11.5,0.049054897,yolov5s,0.9102978110313416,5,2.858025,20.5,0.094565816,yolov5m,0.7357822103159768,7,5.878281,47.9,0.155059971,yolov5l,0.9190190076828004,5,11.660981,50.2,0.2524628379999999
37,524,2.9274892368271206,100,217.861,yolov5n,0.6089392602443695,9,1.039731,23.2,0.0446015639999999,yolov5s,0.6406716243787245,11,3.058646,63.1,0.097184786,yolov5m,0.5845345743000507,16,6.670027,69.1,0.153739496,yolov5l,0.6934108277161916,15,11.748872,61.5,0.266737505
38,1421,2.770054984882185,100,416.313,yolov5n,0.6710306406021118,1,1.04083,10.4,0.038593007,yolov5s,0.9168623685836792,1,3.268363,58.1,0.104373429,yolov5m,0.5962550491094589,2,5.961655,50.3,0.146504863,yolov5l,0.932875156402588,1,12.628934,57.1,0.287227357
39,3388,2.362951610417599,100,293.237,yolov5n,0.5538037903606892,8,1.044004,22.5,0.048758177,yolov5s,0.5975718766450882,10,2.972161,55.9,0.0959143549999999,yolov5m,0.5449683107435703,16,6.069015,52.3,0.181698168,yolov5l,0.6099176108837128,16,11.766206,53.5,0.295259531
40,1088,2.533659537665968,100,315.581,yolov5n,0.6978506073355675,8,1.044309,12.5,0.0497766829999999,yolov5s,0.7305601462721825,8,4.657703,33.3,0.140066727,yolov5m,0.6911761969327926,10,6.39781,51.5,0.177659287,yolov5l,0.7087268352508544,10,13.678005,63.3,0.325897837
41,3060,1.9948326023693788,100,252.01,yolov5n,0.558197922176785,9,1.045225,21.5,0.045056076,yolov5s,0.6190564568553653,14,2.944145,57.8,0.096993392,yolov5m,0.5468638852238655,20,5.871323,25.3,0.163085917,yolov5l,0.5810276821255684,20,12.615202,38.6,0.2853312349999999
42,3360,2.324312186179086,100,200.372,yolov5n,0.5765659809112549,1,1.045834,22.6,0.038662752,yolov5s,0.609600305557251,1,2.555475,59.7,0.063180266,yolov5m,0.4942215234041214,2,5.329759,15.5,0.1459087859999999,yolov5l,0.8333016037940979,1,11.329195,57.1,0.253849613
43,936,2.850970360277699,100,222.307,yolov5n,0.4674634933471679,4,1.049497,23.9,0.045791197,yolov5s,0.5276858253138406,7,2.86364,65.6,0.0743658959999999,yolov5m,0.4566981288102957,13,7.520489,30.2,0.226072076,yolov5l,0.4813392847776413,10,11.296541,56.0,0.255754912
44,731,2.837840797977018,100,218.939,yolov5n,0.557450070977211,22,1.053465,14.1,0.046128955,yolov5s,0.5676363408565521,18,3.298331,68.8,0.101794848,yolov5m,0.5442944963773092,18,6.334151,65.3,0.173034766,yolov5l,0.6106601618230343,16,11.747041,57.8,0.300545449
45,3909,2.367154720057406,100,229.637,yolov5n,0.5398153828250037,9,1.054136,31.9,0.046246118,yolov5s,0.5585683658719063,8,2.838005,60.0,0.091453434,yolov5m,0.4431829564273357,8,5.711045,53.3,0.136645342,yolov5l,0.9181042313575744,2,11.524934,51.3,0.259934707
46,2062,2.069939823180761,100,196.552,yolov5n,0.6993656754493713,1,1.056638,21.4,0.046163177,yolov5s,0.7849603891372681,1,2.66198,27.3,0.087754551,yolov5m,0.4357907623052597,4,7.487652,65.6,0.2171926149999999,yolov5l,0.7394803365071615,3,12.499907,65.6,0.283331083
47,24511,8.592546197476324,100,247.106,yolov5n,0.6884784400463104,11,1.059933,47.9,0.0318783699999999,yolov5s,0.7586794387210499,11,3.966359,80.2,0.100544123,yolov5m,0.6754097759723663,15,8.971962,82.9,0.208755854,yolov5l,0.6948736568291982,15,15.844259,87.2,0.370189473
48,5525,5.15926260158452,100,192.993,yolov5n,0.7265073657035828,2,1.060178,50.6,0.042708049,yolov5s,0.7732729315757751,2,3.179801,72.9,0.082329311,yolov5m,0.7237918674945831,2,4.665271,51.3,0.108944413,yolov5l,0.8045612275600433,2,10.074925,55.8,0.20923349
49,3794,2.361987063424209,100,235.232,yolov5n,0.5788098275661469,3,1.062131,14.8,0.048156114,yolov5s,0.6417273581027985,3,3.599905,74.5,0.097017805,yolov5m,0.5543146312236786,5,5.425218,18.2,0.131188551,yolov5l,0.655508291721344,5,11.888642,57.9,0.285009089
50,6799,6.374484065206385,100,118.508,yolov5n,0.6897538974881172,8,1.064268,59.2,0.041530283,yolov5s,0.7421688735485077,9,2.676262,85.5,0.0618655009999999,yolov5m,0.6720271056348627,11,3.436392,61.4,0.087752783,yolov5l,0.7699231108029684,9,9.156166,70.1,0.2358179759999999
51,780,2.5745278525151614,100,129.637,yolov5n,0.640529453754425,2,1.066342,57.7,0.0452536,yolov5s,0.7688735127449036,2,2.904229,40.5,0.088597769,yolov5m,0.6073980629444122,2,6.47386,71.7,0.179055402,yolov5l,0.7891567051410675,2,9.938207,59.2,0.22633173
52,2372,2.435317433366547,100,215.886,yolov5n,0.8021353681882223,3,1.067442,24.0,0.046220422,yolov5s,0.8971326947212219,2,3.248344,30.4,0.092995573,yolov5m,0.6971788704395294,3,5.307725,13.4,0.126347471,yolov5l,0.9336654841899872,2,10.74863,52.6,0.236897256
53,4134,2.521226651199124,100,156.087,yolov5n,0.4344309816757838,6,1.067624,23.4,0.046677425,yolov5s,0.5595248937606812,5,2.718193,45.5,0.088266391,yolov5m,0.4317664007345835,9,7.577496,76.4,0.207625799,yolov5l,0.6738928854465485,12,12.026214,61.8,0.274105351
54,5079,5.214340145135517,100,340.552,yolov5n,0.9137494564056396,1,1.068112,25.1,0.046902357,yolov5s,0.9161473512649536,1,3.880788,38.5,0.094838066,yolov5m,0.6547267138957977,2,7.655253,67.3,0.214530123,yolov5l,0.9188796281814576,1,11.468842,54.3,0.244854254
55,3890,2.248147103075092,100,192.406,yolov5n,0.6751275261243185,3,1.068112,55.4,0.037383912,yolov5s,0.7826037406921387,3,2.368158,26.2,0.079069978,yolov5m,0.6696464866399765,4,5.164965,54.0,0.125153785,yolov5l,0.7190454403559366,6,11.05234,53.1,0.24890322
56,5164,4.641445769195662,100,335.25,yolov5n,0.5347756828580584,7,1.069699,11.6,0.046234341,yolov5s,0.6044684126973152,8,3.944509,72.1,0.096423852,yolov5m,0.5103144720196724,16,6.042832,53.6,0.136260052,yolov5l,0.6477154692014059,12,11.476228,54.1,0.240769919
57,3274,2.363777516160832,100,135.519,yolov5n,0.6248272508382797,2,1.071592,59.6,0.038025188,yolov5s,0.7240752577781677,2,2.400934,24.0,0.06173856,yolov5m,0.5614961087703705,3,5.299546,15.8,0.1375286969999999,yolov5l,0.6720602065324783,2,11.115206,54.1,0.2821720119999999
58,1919,2.5337709862714344,100,289.786,yolov5n,0.6709140539169312,11,1.072507,37.0,0.047774751,yolov5s,0.7161181912972376,13,2.97509,56.2,0.097990357,yolov5m,0.6679015894730885,15,5.379747,13.8,0.129056186,yolov5l,0.7515826225280762,14,11.377412,49.8,0.26876097
59,1974,2.234074685515915,100,203.645,yolov5n,0.8315179944038391,2,1.073728,21.6,0.049816791,yolov5s,0.8912604451179504,2,2.955071,58.9,0.095973788,yolov5m,0.6988694270451864,3,5.544053,50.8,0.132139872,yolov5l,0.9234770834445952,2,11.595978,54.0,0.255915149
60,6424,6.299804620776819,100,170.937,yolov5n,0.6083127723799812,9,1.074277,67.3,0.03834244,yolov5s,0.6249454021453857,10,2.080805,71.9,0.0473378229999999,yolov5m,0.5825597090380532,14,4.284352,72.3,0.0951203239999999,yolov5l,0.6447363083179181,13,6.936078,57.7,0.14684273
61,2633,1.9883198046678876,100,171.917,yolov5n,0.8332555890083313,3,1.076413,20.8,0.048420652,yolov5s,0.8338957031567892,3,2.633965,25.5,0.0661761689999999,yolov5m,0.7181880995631218,4,5.742112,53.6,0.136255712,yolov5l,0.8672746817270914,3,11.158541,19.9,0.2457845599999999
62,2747,1.9621478218045263,100,193.991,yolov5n,0.6677837471167246,3,1.076902,14.9,0.047755403,yolov5s,0.7409346302350363,3,3.528433,23.5,0.094644474,yolov5m,0.5712139546871186,5,7.657817,45.4,0.2009113679999999,yolov5l,0.7345590591430664,3,14.306604,26.2,0.421122965
63,638,2.8444970987404403,100,351.962,yolov5n,0.5821189880371094,1,1.078977,42.9,0.039253931,yolov5s,0.7211717367172241,1,3.082389,26.2,0.084600766,yolov5m,0.5646746754646301,2,5.490586,22.4,0.131277971,yolov5l,0.8196823298931122,2,12.259673,61.7,0.290747267
64,4623,2.378072299050945,100,316.125,yolov5n,0.5761321783065796,1,1.079709,21.0,0.049187717,yolov5s,0.6469274759292603,1,3.007133,30.9,0.097118394,yolov5m,0.4183968603610992,2,5.487046,16.2,0.132562026,yolov5l,0.8115113377571106,4,16.270589,62.7,0.4561183499999999
65,3569,2.381384607382772,100,252.795,yolov5n,0.4883295595645904,2,1.086056,12.2,0.038704914,yolov5s,0.63263072570165,3,3.100945,28.2,0.075270346,yolov5m,0.4743724644184112,5,7.478558,33.2,0.230587635,yolov5l,0.6063888669013977,4,12.419218,54.9,0.331168919
66,5747,4.807094418442882,100,106.112,yolov5n,0.539671812738691,7,1.088559,13.7,0.0443768249999999,yolov5s,0.622308782168797,7,2.662102,22.4,0.064094686,yolov5m,0.523876195604151,11,5.96611,55.1,0.1345662229999999,yolov5l,0.57793008685112,10,12.003998,56.1,0.253815556
67,442,2.9819515324412094,100,130.328,yolov5n,0.598412036895752,1,1.089596,61.1,0.045481086,yolov5s,0.7425644397735596,1,3.916066,81.9,0.108969511,yolov5m,0.5629331469535828,2,5.247851,61.3,0.1337850549999999,yolov5l,0.6169579774141312,2,10.13358,61.3,0.224372358
68,4140,2.4906375897382915,100,296.541,yolov5n,0.7242883046468099,3,1.091733,11.3,0.051982355,yolov5s,0.7714848965406418,4,3.964468,60.6,0.112964625,yolov5m,0.5672878793307713,7,7.657757,34.8,0.177638985,yolov5l,0.8769673705101013,1,12.187164,53.5,0.266441612
69,3988,2.497363250904016,100,141.079,yolov5n,0.7211199800173441,3,1.092283,11.7,0.038685166,yolov5s,0.7842899958292643,3,2.863274,51.0,0.07109557,yolov5m,0.5574030180772146,6,7.88328,74.7,0.19339071,yolov5l,0.9267947276433308,3,13.858119,67.2,0.31093824
70,3571,2.327869161436844,100,231.357,yolov5n,0.5320208583559308,7,1.100461,25.5,0.038767886,yolov5s,0.5323196839202534,11,3.125175,34.5,0.075951148,yolov5m,0.4592027130879854,19,8.506631,70.5,0.247134905,yolov5l,0.5568269099059858,19,13.145169,62.4,0.297357364
71,1288,2.555875285755924,100,296.492,yolov5n,0.4421822428703308,1,1.102292,27.8,0.03956227,yolov5s,0.6259012818336487,1,4.050954,28.9,0.127781868,yolov5m,0.4303085505962372,2,5.972458,51.4,0.144761415,yolov5l,0.6002579480409622,2,13.922389,66.4,0.314491804
72,1983,2.3454462807020544,100,287.648,yolov5n,0.5150097409884135,18,1.104185,12.2,0.047772142,yolov5s,0.5464059934020042,24,2.913688,56.3,0.096319403,yolov5m,0.5018070215980212,36,5.758774,35.8,0.140232462,yolov5l,0.5589367850073452,29,11.083163,48.2,0.247610871
73,2753,1.9353435645000296,100,181.691,yolov5n,0.5966610577371385,9,1.104245,12.8,0.047564482,yolov5s,0.5974825666500971,13,3.00811,60.6,0.094742684,yolov5m,0.5918880552053452,14,5.931442,56.1,0.146837751,yolov5l,0.6116611783703169,12,11.550141,54.3,0.251957855
74,797,2.946068813544337,100,285.942,yolov5n,0.506537564098835,4,1.105893,11.9,0.050849025,yolov5s,0.6127499938011169,6,3.105094,36.5,0.100735292,yolov5m,0.4441938549280166,14,5.925644,48.2,0.174295685,yolov5l,0.5168250302473704,12,13.593898,65.9,0.310132404
75,3233,2.307166548918042,100,130.108,yolov5n,0.5404184907674789,2,1.106504,10.8,0.039449351,yolov5s,0.5814646482467651,2,2.961968,62.2,0.095048907,yolov5m,0.4859714657068252,2,5.910202,30.8,0.146059688,yolov5l,0.551275834441185,2,12.712064,23.7,0.285369119
76,22675,17.788964642627437,100,200.351,yolov5n,0.6134465336799622,1,1.106992,57.6,0.036768674,yolov5s,0.7793279886245728,1,4.492603,88.8,0.110170341,yolov5m,0.5037227670351664,3,9.685156,80.1,0.257936923,yolov5l,0.6985656917095184,2,18.970593,86.0,0.41844042
77,762,2.6413523542560338,100,376.987,yolov5n,0.7038474678993225,2,1.113035,12.0,0.040072312,yolov5s,0.8649832606315613,2,3.723989,71.5,0.108079235,yolov5m,0.7038432061672211,3,6.166427,50.0,0.144678266,yolov5l,0.7880837519963583,3,11.887054,51.5,0.281600152
78,3914,2.400608341761153,100,204.504,yolov5n,0.6322895109653472,10,1.114438,27.4,0.037095785,yolov5s,0.6608082618978288,9,2.86718,61.8,0.088716777,yolov5m,0.5935353679316384,14,5.438341,20.3,0.131405799,yolov5l,0.6576135731660403,26,11.653107,57.8,0.257450233
79,3759,2.3966203196518787,100,360.59,yolov5n,0.0,0,1.116025,12.6,0.0497583969999999,yolov5s,0.4093962609767914,1,3.565787,35.6,0.100653861,yolov5m,0.0,0,8.223673,65.8,0.243906429,yolov5l,0.4525603055953979,3,11.551179,50.6,0.278443867
80,8957,8.280923792579374,100,174.089,yolov5n,0.7454275488853455,4,1.116086,59.6,0.03640405,yolov5s,0.8064544796943665,5,3.602591,84.9,0.083780028,yolov5m,0.702822541197141,6,5.322313,69.6,0.125300576,yolov5l,0.7908879160881043,5,10.413609,70.7,0.20929375
81,24811,8.135168032403493,100,147.991,yolov5n,0.353593240181605,9,1.116452,55.0,0.032176975,yolov5s,0.3715923726558685,6,5.310106,91.7,0.131618953,yolov5m,0.3473557233810425,8,8.941139,78.8,0.1985892729999999,yolov5l,0.3891603797674179,8,15.881795,84.9,0.3259623069999999
82,3330,2.4338585024625865,100,180.17,yolov5n,0.6321523487567902,2,1.120054,12.3,0.040680838,yolov5s,0.7211853861808777,2,3.303275,46.3,0.079080106,yolov5m,0.5316810508569082,3,6.025802,25.7,0.1986163809999999,yolov5l,0.6764737367630005,2,15.109947,70.0,0.346160119
83,833,2.6512117137773097,100,306.996,yolov5n,0.0,0,1.121396,47.9,0.048374912,yolov5s,0.3152512907981872,1,3.190239,61.3,0.101416814,yolov5m,0.0,0,5.78624,25.7,0.1657688239999999,yolov5l,0.7400336861610413,1,13.065518,66.9,0.302040791
84,4941,4.751152585802495,100,251.17,yolov5n,0.5214181877672672,8,1.122983,54.5,0.0449641469999999,yolov5s,0.6358422040939331,7,3.021293,42.5,0.0892539679999999,yolov5m,0.517258974413077,12,5.780808,53.9,0.13100178,yolov5l,0.5683766468004747,11,13.057828,66.3,0.2806149149999999
85,5867,5.758128472792598,100,200.136,yolov5n,0.0,0,1.124203,16.9,0.049148648,yolov5s,0.2859374582767486,1,3.333244,63.5,0.096232481,yolov5m,0.0,0,6.366622,57.9,0.145224735,yolov5l,0.378510981798172,1,12.788297,57.4,0.267504444
86,4507,2.1900492560728244,100,163.102,yolov5n,0.4340119808912277,2,1.130612,11.1,0.0388817189999999,yolov5s,0.6004866361618042,2,3.972158,62.7,0.126522752,yolov5m,0.4154364764690399,3,7.383343,50.9,0.180469016,yolov5l,0.5649915933609009,2,11.124239,52.2,0.244113983
87,4935,4.689078047484334,100,202.933,yolov5n,0.528960563919761,11,1.133603,12.6,0.045898854,yolov5s,0.5423673391342163,13,3.933523,72.5,0.1010982709999999,yolov5m,0.4759984794590208,18,6.340072,57.9,0.143361113,yolov5l,0.546289537101984,16,12.311065,58.0,0.264137244
88,2421,2.2797414278342565,100,319.775,yolov5n,0.0,0,1.134213,11.5,0.050786663,yolov5s,0.251451313495636,1,2.858635,23.1,0.096363341,yolov5m,0.0,0,7.64268,23.3,0.234880921,yolov5l,0.4846123258272807,3,13.03201,26.3,0.291884351
89,829,2.5411231817586564,100,227.377,yolov5n,0.5757041374842325,3,1.134702,21.7,0.039778438,yolov5s,0.6410100956757864,3,4.60033,73.8,0.128923697,yolov5m,0.5541788935661316,5,6.573592,21.0,0.1945490799999999,yolov5l,0.579858830996922,7,14.058558,54.4,0.37600715
90,1915,2.3995978877875577,100,265.582,yolov5n,0.6459581255912781,2,1.135373,10.6,0.053038451,yolov5s,0.7426464259624481,4,3.036186,23.1,0.101515047,yolov5m,0.6421386996905009,6,5.852525,22.4,0.170824341,yolov5l,0.6748983711004257,6,11.862091,49.2,0.267396757
